,Title-Artist,Title-Artist,Lyrics
1008,1111,Waiting For The EndLinkin Park,"[Intro]
This is not the end, this is not the beginning
Just a voice like a riot rocking every revision
But you listen to the tone and the violent rhythm
And though the words sound steady
Something empty's within them
We say yeah, with fists flying up in the air
Like we're holding onto something that's invisible there
'Cause we're living at the mercy of the pain and the fear
Until we dead it, forget it, let it all disappear
[Verse 1]
Waiting for the end to come
Wishing I had strength to stand
This is not what I had planned
It's out of my control
Flying at the speed of light
Thoughts were spinning in my head
So many things were left unsaid
It's hard to let you go
[Chorus]
I know what it takes to move on
I know how it feels to lie
All I want to do is trade this life for something new
Holding on to what I haven't got
[Verse 2]
Sitting in an empty room
Trying to forget the past
This was never meant to last
I wish it wasn't so
[Chorus]
I know what it takes to move on
I know how it feels to lie
All I want to do is trade this life for something new
Holding on to what I haven't got
[Bridge]
What was left when that fire was gone?
I thought it felt right, but that right was wrong
All caught up in the eye of the storm
And trying to figure out what it's like moving on
And I don't even know what kind of things I said
My mouth kept moving and my mind went dead
So, I'm picking up the pieces now, where to begin
The hardest part of ending is starting again
[Outro]
All I want to do is trade this life for something new
Holding on to what I haven't got
This is not the end, this is not the beginning
Just a voice like a riot, rocking every revision
I'm holding on to what I haven't got
But you listen to the tone and the violent rhythm
Though the words sound steady
Something empty's within them
We say yeah, with fists flying up in the air
Like we're holding onto something that's invisible there
Holding on to what I haven't got
'Cause we're living at the mercy of the pain and the fear
Until we get it, forget it, let it all disappear
"
1009,1112,MineTaylor Swift,"[Verse 1]
You were in college, working part-time, waiting tables
Left a small town and never looked back
I was a flight risk, with a fear of falling
Wondering why we bother with love, if it never lasts
[Pre-Chorus 1]
I say, ""Can you believe it?""
As we're lying on the couch
The moment, I could see it
Yes, yes, I can see it now
[Chorus]
Do you remember, we were sitting there, by the water?
You put your arm around me for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that's ever been mine
[Verse 2]
Flash forward, and we're taking on the world together
And there's a drawer of my things at your place
You learn my secrets and figure out why I'm guarded
You say we'll never make my parents' mistakes
[Pre-Chorus 2]
But we got bills to pay
We got nothing figured out
When it was hard to take
Yes, yes
This is what I thought about:
[Chorus]
Do you remember, we were sitting there, by the water?
You put your arm around me for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that's ever been mine
Do you remember all the city lights on the water?
You saw me start to believe for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that's ever been mine
[Bridge]
And I remember that fight, 2:30 AM
As everything was slipping right out of our hands
I ran out, crying, and you followed me out into the street
Braced myself for the goodbye
'Cause that's all I've ever known
Then, you took me by surprise
You said, ""I'll never leave you alone.""
[Chorus 2]
You said, ""I remember how we felt, sitting by the water
And every time I look at you, it's like the first time
I fell in love with a careless man's careful daughter
She is the best thing that's ever been mine""
Hold on, make it last
Hold on, never turn back
You made a rebel of a careless man's careful daughter
You are the best thing that's ever been mine
[Outro]
Yeah, yeah
Do you believe it? (Hold on)
We're gonna make it now (Hold on)
And I can see it
Yeah, yeah
I can see it now (See it now)
"
1010,1113,Rhythm of LovePlain White T's,"[Verse 1]
My head is stuck in the clouds
She begs me to come down
Says, ""Boy, quit foolin' around""
I told her, ""I love the view from up here
Warm sun and wind in my ear
We'll watch the world from above
As it turns to the rhythm of love""
[Chorus]
We may only have tonight
But 'til the morning sun, you're mine
All mine
Play the music low
And sway to the rhythm of love
[Verse 2]
My heart beats like a drum
A guitar string to the strum
A beautiful song to be sung
She's got blue eyes deep like the sea
That roll back when she's laughing at me
She rises up like the tide
The moment her lips meet mine
[Chorus]
We may only have tonight
But 'til the morning sun, you're mine
All mine
Play the music low
And sway to the rhythm of love
[Bridge]
When the moon is low
We can dance in slow motion
And all your tears will subside
All your tears will dry
Bop ba (bop ba) bop ba
Bop ba (bop ba) bop ba
Da da da dum da da dum
Bop ba (bop ba) bop ba
Bop ba (bop ba) bop ba
Da da da dum da da dum
[Verse 3]
And long after I've gone
You'll still be humming along
And I will keep you in my mind
The way you make love so fine
[Chorus]
We may only have tonight
But 'til the morning sun, you're mine
All mine
Play the music low
And sway to the rhythm of love
Oh, play the music low
And sway to the rhythm of love
Yeah, sway to the rhythm of love
"
1011,1114,Whip My HairWILLOW,"[Chorus]
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
[Verse 1]
Hop up out the bed, turn my swag on
Pay no attention to them haters
Because we whip 'em off
And we ain’t doin' nothin' wrong
So don’t tell me nothin'
I’m just trying to have fun
So keep the party jumping
So what's up? (yeah)
And now they don't know what to do
We turn our back and whip our hair and just;
Shake em off, shake em off
Shake em off, shake em off
[Pre-Chorus]
Don’t let haters get me off my grind
Whip my hair, if I know I’ll be fine
Keep fighting until I get there
When I’m down and I feel like giving up
(I think again)
[Chorus]
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
[Verse 2]
I'ma get more shine in a little bit
Soon as I hit the stage applause
I’m hearing it
Whether is black stars, black cars
I’m feelin it
But can't none of them whip it like I do (I)
I get to the mm-yeah go hard
When they see me pull up
I whip it real hard
I whip it real hard
Real hard
I whip it real hard
[Pre-Chorus]
Don’t let haters get me off my grind
Keep my head up, I know I’ll be fine
Keep fighting until I get there
When I’m down and I feel like giving up
(I think again)
[Chorus]
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
[Bridge]
All my ladies if you feel it
Gone and do it, do it
Whip your hair (whip your hair)
Don’t matter if it’s long, short
Do it, do it whip your hair!
All my ladies if you feel it
Gone and do it, do it
Whip your hair (whip your hair)
Don’t matter if it’s long, short
Do it, do it whip your hair, your hair, your hair!
[Chorus]
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth (Just whip it)
I whip my hair back and forth
I whip my hair back and forth (Whip it real good)
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
"
1012,1116,ShakeJesse McCartney,"[Verse 1]
I met this girl down the block from me
Used to tell myself she was too hot for me
But then I saw her at the corner store
So I ran on over just to grab the door
I got her number we started chillin (hey)
We started buzzin, we got addicted
Now I, I'm the one she can't live without
I bet that's her right now
[Chorus]
Shorty hittin' me up
Says she wanna re-up
Knows I got the best in town
Cuz when she get the shivers
She knows that I'll deliver
I'm the one that holds her down
She's about to break break break break break
And I won't let her wait wait wait wait wait
It's gettin' kinda late late late late late
And she just wanna shake shake shake shake shake
[Verse 2]
One day she started texting me
Asked if she could borrow that recipe
I told her loving you is my specialty
She said well give it up up, give it up up
When she's away it's such a downer
And I miss her every time I'm not around her
Cuz she, she's the one I can't live without
I hope that's her right now
[Chorus]
Shorty hittin' me up
Says she wanna re-up
Knows I got the best in town
Cuz when she get the shivers
She knows that I'll deliver
I'm the one that holds her down
She's about to break break break break break
And I won't let her wait wait wait wait wait
It's gettin' kinda late late late late late
And she just wanna shake shake shake shake shake
[Bridge]
I'm hooked on her
I must admit it
I'd do anything to get it
She hooked on it
A bad habit
She'd do anything to have it
When she calls I know
Exactly what she wants from me
Yea anytime I hear my phone ringin'
She wants to shake it with me
[Chorus]
Shorty hittin' me up
Says she wanna re-up
Knows I got the best in town
Cuz when she get the shivers
She knows that I'll deliver
I'm the one that holds her down
She's about to break break break break break
And I won't let her wait wait wait wait wait
It's gettin' kinda late late late late late
And she just wanna shake shake shake shake shake
"
1013,1120,Black And YellowWiz Khalifa,"[Intro]
Yeah, uh-huh, you know what it is
Black and yellow, black and yellow
Black and yellow, black and yellow
Yeah, uh-huh, you know what it is
Black and yellow, black and yellow
Black and yellow, black and yellow
[Chorus]
Yeah, uh-huh, you know what it is
Everything I do, yeah, I do it big
Yeah, uh-huh, screaming: ""That's nothin'!""
When I pulled off the lot, that's stuntin'
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow
[Verse 1]
Uh, black stripe, yellow paint
Them niggas scared of it, but them hoes ain't
Soon as I hit the club, look at them hoes' face
Hit the pedal once, make the floor shake
Suede inside, my engine roarin'
It’s the big boy, you know what I paid for it
And I got the pedal to the metal
Got you niggas checking game, I’m ballin' out on every level
Hear them haters talk, but there’s nothin' you can tell 'em
Just made a million, got another million on my schedule
No love for 'em, nigga breaking hearts
No keys, push to start
[Chorus]
Yeah, uh-huh, you know what it is
Everything I do, yeah, I do it big
Yeah, uh-huh, screaming: ""That's nothin'!""
When I pulled off the lot, that's stuntin'
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow
[Verse 2]
Got a call from my jeweler, this just in
And bitches love me ‘cause I'm fucking with their best friends
Not a lesbian, but she a freak though
This ain't for one night, I’m shining all week, ho
I’m sippin' Clicquot and rocking yellow diamonds
So many rocks up in my watch I can’t tell what the time is
Got a pocket full of big faces
Throw it up, 'cause every nigga that I’m with Taylor'd
[Chorus]
Yeah, uh-huh, you know what it is
Everything I do, yeah, I do it big
Yeah, uh-huh, screaming: ""That's nothin'!""
When I pulled off the lot, that's stuntin'
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow
[Verse 3]
Stay high like how I’m supposed to do
That crowd underneath them clouds can’t get close to you
And my car look unapproachable
Super clean, but it's super mean
She wanna fuck with them cats, smoke weed, count stacks
Get fly and take trips and that's that, real rap
I let her get high if she want and she feel that
Convertible drop feel, ‘87, the top peeled back
[Bridge]
Yeah, uh-huh, you know what it is
Yeah, yeah, uh-huh, you know what it is
You already know what it is, man
And if you don't, you should by now
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow
[Chorus]
Yeah, uh-huh, you know what it is
Everything I do, yeah, I do it big
Yeah, uh-huh, screaming: ""That's nothin'!""
When I pulled off the lot, that's stuntin'
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow
"
1014,1121,Jar Of HeartsChristina Perri,"[Verse 1]
I know I can't take one more step towards you
‘Cause all that's waiting is regret
Don't you know I'm not your ghost anymore
You lost the love I loved the most
[Pre-Chorus]
I've learned to live, half alive
And now you want me one more time
[Chorus]
Who do you think you are?
Runnin' 'round leaving scars
Collecting your jar of hearts
And tearing love apart
You're gonna catch a cold
From the ice inside your soul
So don't come back for me
Who do you think you are?
[Verse 2]
I hear you're asking all around
If I am anywhere to be found
But I have grown too strong
To ever fall back in your arms
[Pre-Chorus]
I've learned to live, half alive
And now you want me one more time
[Chorus]
Who do you think you are?
Runnin' 'round leaving scars
Collecting your jar of hearts
And tearing love apart
You're gonna catch a cold
From the ice inside your soul
So don't come back for me
Who do you think you are?
[Verse 3]
Dear, it took so long just to feel alright
Remember how to put back the light in my eyes
I wish I had missed the first time that we kissed
‘Cause you broke all your promises
And now you're back
You don't get to get me back
[Chorus]
Who do you think you are?
Runnin' 'round leaving scars
Collecting your jar of hearts
And tearing love apart
You're gonna catch a cold
From the ice inside your soul
Don't come back for me
Don't come back at all
Who do you think you are?
Runnin' 'round leaving scars
Collecting your jar of hearts
And tearing love apart
You're gonna catch a cold
From the ice inside your soul
Don't come back for me
Don't come back at all
[Outro]
Who do you think you are?
Who do you think you are?
Who do you think you are?
"
1015,1122,Hold It Against MeBritney Spears,"[Verse 1]
Hey, over there
Please forgive me if I’m coming on too strong
Hate to stare, but you’re winning
And they’re playing my favorite song
So come here, a little closer
Wanna whisper in your ear
Make it clear, a little question
Wanna know just how you feel
[Chorus]
If I said my heart was beating loud
If we could escape the crowd somehow
If I said I want your body now, would you hold it against me?
'Cause you feel like paradise, and I need a vacation tonight
So, if I said I want your body now, would you hold it against me?
[Verse 2]
Hey, you might think that I’m crazy
But you know I’m just your type
I might be a little hazy
But you just cannot deny
There’s a spark in-between us
When we’re dancing on the floor
I want more, wanna see it
So, I’m asking you tonight
[Chorus]
If I said my heart was beating loud
If we could escape the crowd somehow
If I said I want your body now, would you hold it against me?
'Cause you feel like paradise, and I need a vacation tonight
So, if I said I want your body now, would you hold it against me?
[Spoken Interlude]
If I said I want your body, would you hold it against me?
[Bridge]
Give me something good
Don’t wanna wait, I want it now
Drop it, like a hood
And show me how you work it out
Alright
[Breakdown]
If I said my heart was beating loud
If I said I want your body now, would you hold it against me?
[Chorus]
If I said my heart was beating loud
If we could escape the crowd somehow
If I said I want your body now, would you hold it against me?
'Cause you feel like paradise, and I need a vacation tonight
So, if I said I want your body now, would you hold it against me?
"
1016,1123,What The HellAvril Lavigne,"[Verse 1]
You say that I'm messing with your head
(Yeah-yeah, yeah-yeah)
All 'cause I was making out with your friend
(Yeah-yeah, yeah-yeah)
Love hurts, whether it's right or wrong
(Yeah-yeah, yeah-yeah)
I can't stop 'cause I'm having too much fun
(Yeah-yeah, yeah-yeah)
[Pre-Chorus]
You're on your knees, beggin' please
""Stay with me""
But honestly, I just need to be a little crazy
[Chorus 1]
All my life I've been good, but now
I'm thinking, ""What the hell?""
All I want is to mess around
And I don't really care about
If you love me, if you hate me
You can't save me, baby, baby
All my life I've been good, but now
Whoa, what the hell?
[Post-Chorus]
What, what
What, what the hell?
[Verse 2]
So what if I go out on a million dates?
(Yeah-yeah, yeah-yeah)
You never call or listen to me anyway
(Yeah-yeah, yeah-yeah)
I'd rather rage than sit around and wait all day
(Yeah-yeah, yeah-yeah)
Don't get me wrong, I just need some time to play
[Pre-Chorus]
You're on your knees, beggin' please
""Stay with me""
But honestly, I just need to be a little crazy (Crazy)
[Chorus 1]
All my life I've been good, but now
I'm thinking, ""What the hell?""
All I want is to mess around
And I don't really care about
If you love me, if you hate me
You can't save me, baby, baby
All my life I've been good, but now
Whoa, what the hell?
[Bridge]
La-la-la-la-la-la-la-la, whoa, whoa
La-la-la-la-la-la-la-la, whoa, whoa
You say that I'm messing with your head
Boy, I like messing in your bed
Yeah, I am messing with your head
When I'm messing with you in bed
[Chorus 2]
All my life I've been good, but now
I'm thinking, ""What the hell?"" (What the hell?)
All I want is to mess around
And I don't really care about (I don't care about)
All my life I've been good, but now
I'm thinking, ""What the hell?""
All I want is to mess around
And I don't really care about (If you love me)
If you love me (no), if you hate me (no)
You can't save me, baby, baby (If you love me)
All my life I've been good, but now
Whoa, what the hell?
[Outro]
La-la, la-la la la la la
La, la-la-la-la-la-la
"
1017,1124,No HandsWaka Flocka Flame,"[Intro]
Listen to this track, bitch!
[Chorus]
Girl, the way you're moving got me in a trance
DJ, turn me up, ladies, this your jam (come on)
I'ma sip Moscato and you gon' lose them pants
Then I'ma throw this money while you do it with no hands (le'go)
Girl, drop it to the floor
I love the way your booty go
All I wanna do is sit back and watch you move
And I'll proceed to throw this cash (whoa, whoa, whoa, le'go)
[Verse 1]
All that ass, in your jeans
Can Wale beat? Can Roscoe skeet?
Long hair, she don't care, when she walk, she gets stares
Brown-skin or a yellow bone, DJ, this my favorite song
So I'ma make it thunderstorm, flood warning, Flocka, yeah
Blow it, fuck it, I don't care, Jacksons flying everywhere
Tap my partner Roscoe like, ""Bruh, I'm drunk as hell, can't you tell?
Threw 70 bands, bet 50 stacks, oh fucking well
I'm tryna hit the hotel with two girls that'll swallow me
Take this dick while I swallow Pink Moscato, got her freaky
Hey, you got me in a trance, please take off your pants
Pussy pop on a handstand, you got me sweating
Please pass me a fan, damn
[Chorus]
Girl, the way you're moving got me in a trance
DJ, turn me up, ladies, this your jam (come on)
I'ma sip Moscato and you gon' lose them pants
Then I'ma throw this money while you do it with no hands (le'go)
Girl, drop it to the floor
I love the way your booty go
All I wanna do is sit back and watch you move
And I'll proceed to throw this cash (whoa, whoa, whoa, le'go)
[Verse 2]
She said, ""Look, ma, no hands""
She said, ""Look, ma, no hands"", and no, darling, I don't dance
And I'm with Roscoe, I'm with Waka, I think I deserve a chance
I'm a bad motherfucker, go and ask some motherfuckers
A young handsome motherfucker
I sling that wood, I just Nunchuck them
And who you with, and what's your name?
And you not hip, boo, I'm Wale
And that D.C. shit, I rep all day
And my eyes red cause of all that haze
Don't blow my high, let me shine
Drumma on the beat, let me take my time
Niggas want beef? We can take it outside
Fight for what broad? These hoes ain't mine
Is you out your mind? You out your league
I sweat no bitches, just sweat out weaves
Wear out tracks, let me do my thing
I got 16 for this Roscoe thing
But I'm almost done, let me get back to it
Whole lotta loud and a little Backwood
Whole lotta money, big tip, I would
I put her on the train, little engine could, bitch
[Chorus]
Girl, the way you're moving got me in a trance
DJ, turn me up, ladies, this your jam (come on)
I'ma sip Moscato and you gon' lose them pants
Then I'ma throw this money while you do it with no hands (le'go)
Girl, drop it to the floor
I love the way your booty go
All I wanna do is sit back and watch you move
And I'll proceed to throw this cash (whoa, whoa, whoa, le'go)
[Verse 3]
Roscoe Dash, okay
R-O-S-C-O-E, Mr. Shawty-Put-It-On-Me (please)
I be going HAM, shawty upgrade from baloney (please)
Them niggas tipping good, girl, but I can make it flood (I can)
Cause I walk around with pockets that are bigger than my bus
Rain, rain, go away, that's what all my haters say
My pockets stuck on overload, my rain never evaporates
No need to elaborate, most of these ducks exaggerate
But I'ma get money, nigga, everyday stunting, nigga
Ducks might get a chance after me (go)
Bitch, I'm balling like I'm coming off of free throws
Just ahead of the game, no cheat codes
Lambo, Roscoe, no street code
And your booty got me lost like Nemo
Go, go, go, go, gon' and do your dance
And I'ma throw this money while you do it with no hands, go!
[Chorus]
Girl, the way you're moving got me in a trance
DJ, turn me up, ladies, this your jam (come on)
I'ma sip Moscato and you gon' lose them pants
Then I'ma throw this money while you do it with no hands (le'go)
Girl, drop it to the floor
I love the way your booty go
All I wanna do is sit back and watch you move
And I'll proceed to throw this cash (whoa, whoa, whoa, le'go)
"
1018,1125,Marry MeTrain,"[Verse 1]
Forever can never be long enough for me
Feel like I've had long enough with you
Forget the world now we won't let them see
But there's one thing left to do
[Pre-Chorus]
Now that the weight has lifted
Love has surely shifted
My way
[Chorus]
Marry me, today and everyday
Marry me
If I ever get the nerve to say hello in this cafe
Say you will, mmhm, say you will, mmhm
[Verse 2]
Together can never be close enough for me
Feel like I am close enough to you
You wear white and I 'll wear out the words ""I love you""
And ""you're beautiful""
[Pre-Hook, with variation]
Now that the wait is over
Love has finally shown her
My way
[Chorus]
Marry me, today and everyday
Marry me
If I ever get the nerve to say hello in this cafe
Say you will, mmhm, say you will, mmhm
[Bridge]
Promise me, you'll always be
Happy by my side
I promise to sing to you
When all the music dies
[Chorus]
Marry me, today and everyday
Marry me
If I ever get the nerve to say hello in this cafe
Say you will, mmhm, say you will, mmhm
[Outro]
Marry me, mmhm
"
1019,1126,Who's That Chick?David Guetta,"[Verse 1]
Feel the adrenaline moving under my skin
It's an addiction, such an eruption
Sound is my remedy, feeding me energy
Music is all I need
[Pre-Chorus]
Baby, I just wanna dance
I don't really care
I just wanna dance
I don't really care, care, care
(You can feel it in the air, yeah)
[Chorus]
She's a mean-eyed crazy dita
Disco diva and you wonder
Who's that chick? Who's that chick?
Too cold for you to keep her
Too hot for you to leave her
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
[Verse 2]
Back on the dance floor, better not to take me home
Bass kicking so hard, blazing through my beating heart
French kissing on the floor, heart is beating hardcore
Heard everybody is getting a little sexy off the crazy juice
This will end up on the news
[Pre-Chorus]
Baby, I just wanna dance
I don't really care
I just wanna dance
I don't really care, care, care
(You can feel it in the air, yeah)
[Chorus]
She's a mean-eyed crazy dita
Disco diva and you wonder
Who's that chick? Who's that chick?
Too cold for you to keep her
Too hot for you to leave her
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
[Bridge]
Ultra sexual
The night has got me love sprung
I won't stop until the sun is up, oh yeah
My heart is a dancer, beating like a disco drum
(Oh-oh-oh-ooh-oh-oh-oh)
Ultra sexual
The night has got me love sprung
I won't stop until the sun is up, oh yeah
My heart is a dancer beating like a disco drum
Beating like a disco drum
(Beating like a disco drum)
Beating like a disco drum
[Chorus]
She's a mean-eyed crazy dita
Disco diva and you wonder
Who's that chick? Who's that chick?
Too cold for you to keep her
Too hot for you to leave her
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
"
1020,1127,BlowKe$ha,"[Intro]
Dance
[Verse 1]
Back door cracked, we don't need a key
We get in for free
No VIP sleaze
Drink that Kool-Aid, follow my lead
Now you're one of us
You're coming with me
[Pre-Chorus 1]
It's time to kill the lights and shut the DJ down
(This place about to)
Tonight we're taking over, no one's getting out
[Chorus]
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to
Blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to
[Verse 2]
Now what?  (What)
We're taking control
We get what we want
We do what you don't
Dirt and glitter cover the floor
We're pretty and sick
We're young and we're bored
[Pre-Chorus 2]
It's time to lose your mind and let the crazy out
(This place about to)
Tonight we're takin' names, 'cause we don't mess around
[Chorus]
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to
Blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to
[Bridge]
Go-go-go-go insane, go insane
Throw some glitter, make it rain on 'em
Let me see them Hanes
Let me, let me see them Hanes
Go insane, go insane
Throw some glitter, make it rain on 'em
Let me see them Hanes
Let me, let me see them Hanes
[Interlude]
We are taking over
Get used to it, okay?
[Chorus]
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to
Blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow
"
1021,1129,Pretty Girl RockKeri Hilson,"[Intro]
I can do the pretty girl rock, rock
Rock to the pretty girl rock, rock, rock
Now what's your name?
[Verse 1]
My name is Keri, I'm so very
Fly, oh my, it's a little bit scary
Boys wanna marry, looking at my derrière
You can stare, but if you touch it, I'ma bury
Pretty as a picture
Sweeter than a swisher
Mad 'cause I'm cuter than the girl that's with ya
I ain't gotta talk about it, baby you can see it
But if you want, I'll be happy to repeat it
[Verse 2]
My name is Keri, I'm so very
Fly, oh my, it's a little bit scary
Boys wanna marry, looking at my derrière
You can stare but if you touch it I'mma bury
Pretty as a picture
Sweeter than a swisher
Mad 'cause I'm cuter than the girl that's with ya
I can talk about it 'cause I know that I'm pretty
And if you know it too, then ladies sing it with me
[Chorus]
All eyes on me when I walk in
No question that this girl's a ten
Don't hate me 'cause I'm beautiful
Don't hate me 'cause I'm beautiful
My walk, my talk, the way I drip
It's not my fault, so please don't trip
Don't hate me 'cause I'm beautiful
Don't hate me 'cause I'm beautiful
[Post-Chorus]
Aye, now do the pretty girl rock, rock, rock
Do the pretty girl rock, rock, rock
Do the pretty girl rock, rock
All my ladies do the pretty girl rock, rock, rock
Do the pretty girl rock, rock, rock
Do the pretty girl rock, rock, rock
Do the pretty girl rock
Now where you at?
[Verse 3]
If you're looking for me you can catch me (Hot spot)
Cameras flashing, daddy's turned his head as soon as I passed him
Girls think I'm conceited 'cause I know I'm attractive
Don't worry about what I think, why don't you ask him?
Get yourself together don't hate (Never do it)
Jealousy's the ugliest trait (Don't ever do it)
I can talk about it 'cause I know that I'm pretty
And if you know it too, then ladies sing it with me
[Chorus]
All eyes on me when I walk in
No question that this girl's a ten
Don't hate me 'cause I'm beautiful
Don't hate me 'cause I'm beautiful
My walk, my talk, the way I drip
It's not my fault, so please don't trip
Don't hate me 'cause I'm beautiful
Don't hate me 'cause I'm beautiful
[Post-Chorus]
Doing the pretty girl rock, rock, rock
Do the pretty girl rock, rock, rock
Do the pretty girl rock rock, rock
Do the pretty girl rock, rock
All my ladies do the pretty girl rock, rock
Get along with your pretty girl rock, rock, rock
Still show me your pretty girl rock, rock, rock
All my ladies do the pretty girl rock, rock, rock
Sing it with me now
[Chorus]
All eyes on me when I walk in
No question that this girl's a ten
Don't hate me 'cause I'm beautiful
Don't hate me 'cause I'm beautiful
My walk, my talk, the way I drip
It's not my fault, so please don't trip
Don't hate me 'cause I'm beautiful
Don't hate me 'cause I'm beautiful
All eyes on me when I walk in
No question that this girl's a ten
Don't hate me 'cause I'm beautiful
Don't hate me 'cause I'm beautiful
My walk, my talk, the way I drip
It's not my fault, so please don't trip
Don't hate me 'cause I'm beautiful
Don't hate me 'cause I'm beautiful
"
