,Title-Artist,Title-Artist,Lyrics
651,749,Hope On The RocksTo,"[Verse 1]
Brady was a baseball star
Til he struck out and took his car and drove away
Sissy lost her little boy
Hitch-hiked up to Illinois, so they say
Then it rained so hard that Mary tried
To take her life with suicide
And disappear just like the thunder
You ask around and no-one knows
Where they went or what they do
But you wonder, I know you wonder
[Chorus]
Where do they go?
They come here
To drown in their sorrow and cry in their beer
They’re in need of a mindbender
I’m a bartender
At the end of the day
I’m all they’ve got
Hope on the rocks
[Verse 2]
Charlie’s wife filed for divorce
And Charlie bought a quarter horse and now he's ridin' fences
Upside down and couldn’t pay
They hauled Sue's mobile home away
And we ain’t seen her since
Larry’s long time fiancé
Got kicked out of the P.T.A
And moved her kids back east with someone else
All and the ones you used to know
Don’t drop in or say hello
But you ask yourself
I know you ask yourself
[Chorus]
Where do they go?
They come here
To drown in their sorrow and cry in their beer
They’re in need of a mindbender
I’m a bartender
At the end of the day
I’m all they’ve got
Hope on the rocks
[Guitar Solo]
[Chorus]
Where do they go?
They come here
To drown in their sorrow and cry in their beer
They’re in need of a mindbender
I’m a bartender
At the end of the day
I’m all they’ve got
Hope on the rocks
"
652,752,More Than MilesBrantley Gilbert,"[Verse 1]
Maybe I should take that picture off the dashboard
Before her memory hits the brakes and takes the wheel
Yeah, I bet she's still crying on that front porch
Yeah, this time it's gonna take some time to heal
[Chorus]
'Cause I'm on my way to Tennessee
Singing ""Georgia On My Mind""
Chasing what they say's a dream
Thinking maybe it ain't mine
'Cause that girl's in every song I sing
She's in every song I write
And that six string ridin' in her seat
Won't keep me warm tonight
God what am I supposed to do
There's more than miles in my rear view
[Verse 2]
Well, I'm headed north to what I swore I wanted
And trying not to buy into my doubts
But I just can't seem to keep myself from wondering
Why I'm jealous of all them headlights headed south
[Chorus]
'Cause I'm on my way to Tennessee
Singing ""Georgia On My Mind""
Chasing what they say's a dream
Thinking maybe it ain't mine
'Cause that girl's in every song I sing
She's in every song I write
And that six string ridin' in her seat
Won't keep me warm tonight
God what am I supposed to do
There's more than miles in my rear view
[Verse 3]
Yeah, more than miles
Yeah, I've been changing lanes without my mirrors
Cause every time I look behind me I see her
I think I just realized how much I need her
[Chorus]
So I’m turning back for Georgia
Stopping short of Tennessee
I can’t put my dreams before her
Man, I need her with me
Cause that girl’s in every song I sing
She’s in every song I write
And that six string ridin' in her seat
Can sleep in the back tonight
Now I know what I’m supposed to do, yeah
There’s still more than miles in my rear view
[Outro]
More than miles, yeah
More than miles
"
653,753,Moonshine RoadKix Brooks,"[Verse 1]
Long legged women, velvet and lace
A country boy can't help but stare at your face
And I like your outlaw attitude
And I like that long black car
I might just be your ticket out of this old high browed bar
I don't care who you are
Throw me the keys, honey take a seat
I'll show you how to drive that thing
Ride shotgun, with a bootleg sun
Sure to make a city girl scream
[Chorus]
I'm gone take you places money don't go
I'm gone teach you what a country boy know
Gonna cover you in diamonds and dust
Where the stars fall on moonshine road
[Verse 2]
Roll down that window
Let down your fancy hair
Your a long way from New Orleans
Now nobody 'round here cares
Oh, can't you smell that jasmine
Hanging in the air
That's the ghost of old plantations
That burn the hell out there
Ya girl where almost there
Hold on tight, here come the ride
This is where the blacktop ends
Gonna loose those lights, a running blind
You'll never be the same again
[Chorus][x2]
[Bridge]
Long legged women, velvet and lace
A country boy can't help but stare at your face, at your pretty face
[Outro]
Come on
Throw me them keys, let me show you what that caddy'll do baby
Come on
"
654,755,Wagon WheelDarius Rucker,"[Verse 1]
Heading down south to the land of the pines
I'm thumbing my way into North Caroline
Staring up the road and pray to God I see headlights
I made it down the coast in seventeen hours
Picking me a bouquet of dogwood flowers
And I'm a-hoping for Raleigh, I can see my baby tonight
[Chorus]
So rock me mama like a wagon wheel
Rock me mama any way you feel
Hey mama rock me
Rock me mama like the wind and the rain
Rock me mama like a south bound train
Hey mama rock me
[Verse 2]
Running from the cold up in New England
I was born to be a fiddler in an old time string band
My baby plays a guitar, I pick a banjo now
Oh, north country winters keep a-getting me down
Lost my money playing poker so I had to leave town
But I ain't turning back to living that old life no more
[Chorus]
So rock me mama like a wagon wheel
Rock me mama any way you feel
Hey mama rock me
Rock me mama like the wind and the rain
Rock me mama like a south bound train
Hey mama rock me
[Verse 3]
Walking to the south out of Roanoke
I caught a trucker out of Philly had a nice long toke
But he's a heading west from the Cumberland gap
To Johnson City, Tennessee
And I got to get a move on before the sun
I hear my baby calling my name and I know that she's the only one
And if I die in Raleigh at least I will die free
[Chorus]
So rock me mama like a wagon wheel
Rock me mama any way you feel
Hey mama rock me
Oh rock me mama like the wind and the rain
Rock me mama like a south bound train
Hey hey mama rock me
So rock me mama like a wagon wheel
Rock me mama any way you feel
Hey hey mama rock me
Mama rock me
Mama rock me
Rock me mama like the wind and the rain
Rock me mama like a south bound train
Hey hey mama rock me
You can rock me
Rock me
"
655,756,Mama's Broken HeartMiranda Lambert,"[Verse 1]
I cut my bangs with some rusty kitchen scissors
I screamed his name ‘til the neighbours called the cops
I numbed the pain at the expense of my liver
Don’t know what I did next, all I know I couldn’t stop
[Verse 2]
Word got around to the barflies and the baptists
My mama’s phone started ringing off the hook
I can hear her now saying she ain’t gonna have it
Don’t matter how you feel, it only matters how you look
[Chorus]
Go and fix your make up, girl, it’s just a break up
Run and hide your crazy and start actin’ like a lady
Cause I raised you better, gotta keep it together
Even when you fall apart
But this ain’t my mama’s broken heart
[Verse 3]
Wish I could be just a little less dramatic
Like a Kennedy when Camelot went down in flames
Leave it to me to be holding the matches
When the fire trucks show up and there’s nobody else to blame
[Verse 4]
Can’t get revenge and keep a spotless reputation
Sometimes revenge's just a choice you gotta make
My mama came from a softer generation
Where you get a grip and bite your lip just to save a little face
[Chorus]
Go and fix your make up, girl, it’s just a break up
Run and hide your crazy and start actin’ like a lady
Cause I raised you better, gotta keep it together
Even when you fall apart
But this ain’t my mama’s broken heart
[Bridge]
Powder your nose, paint your toes
Line your lips and keep 'em closed
Cross your legs, dot your eyes
And never let 'em see you cry
[Chorus]
Go and fix your make up, girl, it’s just a break up
Run and hide your crazy and start actin’ like a lady
Cause I raised you better, gotta keep it together
Even when you fall apart
But this ain’t my mama’s broken heart
"
656,757,ChangedRascal Flatts,"[Verse 1]
I came up out of the water
Raised my hands up to the Father
Gave it all to him that day
Felt a new wind kiss my face
Walked away, Eyes wide open
Could finally see where I was going
It didn't matter where I'd been
I'm not the same man I was then
[Chorus]
I got off track
I made mistakes
Back slid my way
Into that place
Where souls get lost
Lines get crossed
And the pain won’t go away
I hit my knees
Now here I stand
There I was
Now here I am
Here I am
Changed
[Verse 2]
I got a lot of “Hey, I’m sorry's""
The things I’ve done
Man, that was not me
I wish that I could take it all back
I just want to tell em’ that
Tell 'em that
[Chorus]
I got off track
I made mistakes
Back slid my way
Into that place
Where souls get lost
Lines get crossed
And the pain won’t go away
I hit my knees
Now here I stand
There I was
Now here I am
Here I am
Changed
[Bridge]
I'm changed for the better
More smiles, less bitter
I'm even starting to forgive myself
[Outro]
I hit my knee
I’m here I stand
There I was
Now here I am
Here I am, Here I am, Here I am
Changed
Yes I am
I’m changed for the better
Thank God I'm changed
"
657,758,WhiskeyJana Kramer,"[Verse 1]
Everybody down in Houston calls him ""Texas""
Everybody way up North calls him ""Cornbread""
You shoulda heard the way that his momma called him ""baby""
Daddy called him ""boy"", his friends call him ""crazy""
[Chorus]
Shoulda just called it like I saw it
Shoulda just called for help and ran like hell that day
The burn and the sting, and the high, and the heat
And the left-me-wanting-more feeling when he kissed me
I shoulda just called him ""whiskey""
[Verse 2]
Warm my body to the core just like a blanket
His face was so sweet then he took my breath away
Hit me so hard like a rock through a window
I knew I was in trouble from the moment I met you, boy
[Chorus]
Shoulda just called it like I saw it
Shoulda just called for help and ran like hell that day
The burn and the sting, and the high, and the heat
And the left-me-wanting-more feeling when he kissed me
I shoulda just called him ""whiskey""
[Bridge]
Now the numb has set in
He's gone like the wind
And I can barely feel the pain
[Chorus]
Shoulda just called it like I saw it
Shoulda just called for help and ran like hell that day
The burn and the sting, and the high, and the heat
And the left-me-wanting-more feeling when he kissed me
I shoulda just called him ""whiskey""
I shoulda just called him ""whiskey""
I shoulda just called him ""whiskey""
"
658,759,The Moment I KnewTaylor Swift,"[Verse 1]
You should've been there
Should've burst through the door
With that ""Baby, I'm right here"" smile
And it would've felt like
A million little shining stars had just aligned
And I would've been so happy
[Verse 2]
Christmas lights glisten
I've got my eye on the door
Just waiting for you to walk in
But the time is ticking
People ask me how I've been
As I comb back through my memory
How you said you'd be here
You said you'd be here
[Chorus]
And it was like slow motion
Standing there in my party dress
In red lipstick
With no one to impress
And they're all laughing
As I'm looking around the room
But there was one thing missing
And that was the moment I knew
[Verse 3]
And the hours pass by
Now I just wanna be alone
But your close friends always seem to know
When there's something really wrong
So they follow me down the hall
And there in the bathroom
I try not to fall apart
And the sinking feeling starts
As I say hopelessly
""He said he'd be here""
[Chorus]
And it was like slow motion
Standing there in my party dress
In red lipstick
With no one to impress
And they're all laughing
And asking me about you
But there was one thing missing (missing)
And that was the moment I knew
[Bridge]
What do you say
When tears are streaming down your face
In front of everyone you know?
And what do you do
When the one who means the most to you
Is the one who didn't show?
[Breakdown]
You should've been here
And I would've been so happy
[Chorus]
And it was like slow motion
Standing there in my party dress
In red lipstick
With no one to impress
And they're all standing around me, singing
""Happy birthday to you""
But there was one thing missing
And that was the moment I knew
Oh-oh-oh-oh-oh-oh-oh, I knew
Oh-oh-oh-oh-oh-oh-oh
[Outro]
You called me later
And said, ""I'm sorry I didn't make it""
And I said, ""I'm sorry, too""
And that was the moment I knew
"
659,760,Don't RushKelly Clarkson,"[Verse 1]
Let's wake up in the afternoon
Pretend that we got nothing to do
No we don't have to go by any agenda
We can make up our own rules
I see the way you're looking at me
Baby, know I'm feeling it too
We can just light up every candle
Move from room to room
[Chorus]
Stopping every minute just because you're in it
Wishing everyday was Sunday, you're right next to me
It's how it's supposed to be
Hanging on every touch
Baby, don't rush (No, no)
Baby, don't rush
[Verse 2]
Throw the map out the window
Taking the long way around
To a secret place where no one could find us
A little place we can call our own
Come over here and take a picture
Something we can hang on to
We can look back and try to remember
All the crazy things we're gonna do
[Chorus]
Stopping every minute just because you're in it
Wishing everyday was Sunday, you're right next to me
It's how it's supposed to be (supposed to be)
Just hanging on every touch
Baby, don't rush
Baby, don't rush
[Bridge]
Stopping every minute just because you're in it
Stopping every minute just because you're in it
Stopping every minute
[Chorus]
Stopping every minute just because you're in it
Wishing everyday was Sunday, you're right next to me
It's how it's supposed to be
Stopping every minute just because you're in it
Wishing everyday was Sunday, you're right next to me
It's how it's supposed to be (supposed to be)
Just hanging on every touch
Baby, don't rush (No, no)
Baby, don't rush (Baby, don't rush)
Baby, don't rush, no
Baby, don't rush
"
660,764,BruisesTrain,"[Verse 1]
Haven't seen you since high school
Good to see you're still beautiful
Gravity hasn't started to pull
Quite yet I bet you're rich as hell
One that's five and one that's three
Been two years since he left me
Good to know that you got free
That town I know was keeping you down on your knees
[Chorus 1]
These bruises make for better conversation
Loses the vibe that separates
It's good to let you in again
You're not alone in how you've been
Everybody loses, we all got bruises
We all got bruises
[Verse 2]
Have you seen him? Not in years
How about her? No, but I hear
She's in Queens with the man of her dreams
Funny back then she said that about you
Que sera, you'll never guess who I saw
Remember Johnny B?
Remember him we were best friends, practically
Let's do this soon again, ten years is that what it's been?
Can't believe how time flies by
Leaving you makes me wanna cry
[Chorus 1]
These bruises make for better conversation
Loses the vibe that separates
It's good to let you in again
You're not alone in how you've been
Everybody loses, we all got bruises
We all got bruises
[Bridge]
I would love to fix it all for you
I would love to fix you too
Please don't fix a thing whatever you do
[Pre-Chorus]
These bruises make for better conversation
Loses the vibe that separates
It's good to know you've got a friend
But you remember now and then
Everybody loses
[Chorus 1]
These bruises make for better conversation
Loses the vibe that separates
It's good to let you in again
You're not alone in how you've been
Everybody loses
Everybody loses
Everybody loses
We all got bruises
We all got bruises
We all got bruises
"
661,766,DowntownLady Antebellum,"[Verse 1]
Well, all the parties on the streets are talkin'
Store front mannequins sleeping in the lights
We used to smoke while we were jay-walking
Like it was your birthday every other Saturday night
Knew the bands so we never payed our cover
Wrote our names on the bathroom tiles
We never dressed to impress all the others
They would let us in on our laid back kinda style
But boy, you know it's been a while
[Chorus]
And I don't know why you don't take me downtown
Like you got anywhere better to be
You talk it up and give me the go 'round, 'round
Like a good time tease
I'm only counting on your cancellation
When I should be counting on you at my door
Did you forget about how we went around?
I don't know why you don't take me downtown anymore
Oh, anymore
[Verse 2]
I got some platforms sitting in the corner
They wanna stroll on a city sidewalk
I got a dress that'll show a little uh-uh
But you ain't getting uh-uh
If you don't come pick me up (Damn)
Show me off (Wow)
You might be tired, but I'm not
[Chorus]
And I don't know why you don't take me downtown
Like you got anywhere better to be
You talk it up and give me the go 'round, 'round
Like a good time tease
I'm only counting on your cancellation
When I should be counting on you at my door
Did you forget about how we went around?
I don't know why you don't take me downtown anymore
[Instrumental Break]
[Chorus]
And I don't know why you don't take me downtown
Like you got anywhere better to be
Talk it up and give me the go 'round, 'round
Like a good time tease
I'm only counting on your cancellation
When I should be counting on you at my door
Did you forget about how we went around?
I don't know why you don't take me downtown anymore
Oh, anymore
[Outro]
Yeah, don't know why you don't take me downtown
I don't know why you don't take me downtown anymore
I just don't get it
"
662,767,Pirate FlagKenny Chesney,"[Verse 1]
Well I come from a little bitty, homegrown small town
Smoky Mountains, nice place to hang around
Moonshine, that's where they make it
Put it in a jug, makes you want to get naked
But I jumped on a greyhound bus one night
And took it all the way to the end of the line
Stepped out in the sun, when my feet hit the sand
What a long strange trip
[Chorus]
I spent my whole life running around
Still let the wind kind of blow me around
Well I dropped a note in a bottle
To a long-legged model
And I traded it in for a whole another world
A pirate flag and an island girl
[Verse 2]
Well my friends back home think I've gone and lost my mind
Take a sip of rum and you really would know why
Jolly Roger flying on the picnic table
Blender in the kitchen, willing and able
Don't know what makes you say what the hell
But when the salt air catches a hold of that sail
Something about it makes her just want to dance
And she loves to dance
[Chorus]
I spent my whole life running around
Still let the wind kind of blow me around
Well I dropped a note in a bottle
To a long-legged model
And I traded it in for a whole another world
A pirate flag and an island girl
[Bridge]
Well I remember back home beneath the big old moon
Tucked back in the woods, yeah life was good
But here we are in a local bar and drinking shooting stars
[Outro]
I might spend my whole life running around
Still let the wind kind of blow me around
Well I dropped a note in a bottle
To a long-legged model
And I traded it in for a whole another world
A pirate flag and an island girl
A pirate flag and an island girl
"
663,769,Like Jesus DoesEric Church,"[Verse 1]
I'm a long-gone Waylon song on vinyl
I'm a back row sinner at a tent revival
But she believes in me like she believes her Bible
And loves me like Jesus does
[Verse 2]
I'm a lead foot leaning on a souped-up Chevy
I'm a good old boy, drinking whiskey and rye on the levee
But she carries me when my sins make me heavy
And loves me like Jesus does
[Chorus]
All the crazy in my dreams
Both my broken wings
Every single piece of everything I am
Yeah, she knows the man I ain't
She forgives me when I can't
The devil, man, no, he don't stand a chance
Cause she loves me like Jesus does
[Verse 3]
I always thought she'd give up on me one day
Wash her hands of me, leave me staring down some runway
But I thank God each night, and twice on Sunday
That she loves me like Jesus does
[Chorus]
[Outro]
Yes, she knows the man I ain't
She forgives me when I can't
That devil, man, he don't stand a chance
She loves me like Jesus does
I'm a long-gone Waylon song on vinyl
"
664,770,Anywhere With YouJake Owen,"[Verse 1]
If your dream house
Is a double-wide trailer sitting back in the holler
On a country road
Then baby, that's where we'll go
If you don't wanna settle down
We can bounce around from town to town
And that's fine with me
If you wanna just ride the breeze
[Chorus]
I'll go anywhere
West Virginia, baby I don't care
Mexico on a wild hair
Have you ever seen California
Pick a spot on any old map
I travel light and my bags are packed
Just as long as I'm where you're at
I'm gonna have a real good view
I'll go anywhere, anywhere with you
[Verse 2]
I'll bet there's a two lane
Running right through the middle
Of a wide open desert to a ghost town
If you wanna just hide out
We could send a postcard back
From a mountain top out in Idaho
Maybe get snowed in
Anytime baby you say when
[Chorus]
I'll go anywhere
West Virginia, baby I don't care
Mexico on a wild hair
Have you ever seen California
Pick a spot on any old map
I travel light and my bags are packed
Just as long as I'm where you're at
I'm gonna have a real good view
I'll go anywhere, anywhere with you
[Chorus]
I'll go anywhere
West Virginia, baby I don't care
Mexico on a wild hair
Have you ever seen California
Pick a spot on any old map
I travel light and my bags are packed
Just as long as I'm where you're at
I'm gonna have a real good view
I'll go anywhere, anywhere with you
[Outro]
Girl, I'll swear
Just say the word
I'll take you there
Aww anywhere, anywhere with you
Yeah I'll go anywhere with you
"
665,771,Hey Pretty GirlKip Moore,"[Verse 1]
Hey pretty girl, won't you look my way
Love's in the air tonight
You can bet you make this ol' boy's day
Hey pretty girl, won't you look my way
[Verse 2]
Hey pretty girl, can I have this dance
And the next one after that
Gonna make you mine there's a real good chance
Hey pretty girl, can I have this dance
[Verse 3]
Hey pretty girl, it feels so right
Just like it's meant to be
All wrapped up in my arms so tight
Hey pretty girl, it feels so right
[Hook]
Life's a long and winding ride
Better have the right one by your side
And happiness don't drag its feet
Time moves faster than you think
[Verse 4]
Hey pretty girl, wanna take you home
My momma's gonna love you
She'll make me sleep on the couch, I know
Hey pretty girl, wanna take you home
[Verse 5]
Hey pretty girl, let's build some dreams
And a house on a piece of land
We'll plant some roots and some apple trees
Hey pretty girl, let's build some dreams
[Hook]
Life's a long and winding ride
Better have the right one by your side
And happiness don't drag its feet
Time moves faster than you think
[Verse 6]
Hey pretty girl, you did so good
Our baby's got your eyes
And a fighter's heart like I knew she would
Hey pretty girl, you did so good
[Verse 7]
Hey pretty girl, when I see the light
And it's my time to go
I'm gonna thank the Lord for a real good life
A pretty little girl and a beautiful wife
"
666,773,All Over The RoadEaston Corbin,"[Verse 1]
No sir I ain't been drinking
I ain't even had one beer
This sweet thing's got me buzzin'
From whispering in my ear
Just take a peek up in here
At this little hot mess
Mister, you'll understand
I'm doing my best
[Chorus]
And I know I'm all over the road
I can't help but go
A little bit of left, a little bit of right
It's hard to drive with her hand over here on my knee
When she's all over me, I'm all outta control
All over the road
[Verse 3]
Don't wanna get no ticket
Don't wanna cause no wreck
It's hard to concentrate with her pretty little lips on my neck
I say ""Girl take it easy""
She laughs, says ""It'll be fine""
How am I supposed to keep it between the lines?
[Chorus]
Yeah, I know I'm all over the road
I can't help but go
A little bit of left, a little bit of right
It's hard to drive with her hand over here on my knee
When she's all over me, I'm all outta control
And all over the road
[Bridge]
Something 'bout these wheels rolling
Radio playing gets her going
I'm trying to get her home as fast as I can go
[Chorus]
And I know I'm all over the road
I can't help but go
A little bit of left, a little bit of right
It's hard to drive with her hand over here on my knee
Have a little mercy on me
Sir I'm sorry I know
I'm all over the road
All over the road
All over the road
"
667,774,Runnin' Outta MoonlightRandy Houser,"[Verse 1]
Don't you worry 'bout gettin' fixed up
When you wake up, you're pretty enough
Look out your window at the cloud of dust
That's my headlights, that's my truck
[Verse 2]
Come on baby, don't you keep me waitin'
I gotta go, I've got a reservation
Tailgate for two underneath the stars
Kiss on your lips when you're in my arms
[Bridge]
Whoa girl, every now and then you get a night like this
Whoa, this is one that we don't wanna miss, no
[Chorus]
Come on baby let me take you on a night ride
Windows down, sittin' on my side
Tick tock now we're knocking on midnight
Me and you girl runnin' outta moonlight
I wanna hold you till the break of dawn
Hear the crickets sing a riverside love song
Hey baby, all we got is all night
Come on now we're runnin' outta moonlight
[Verse 3]
Girl I bet you thought I lost my mind
Outta the blue pulling into your drive
Wonder why I got you way out here
Have you ever seen a sky this clear
[Bridge]
Whoa girl, you never look better than you do right now
Whoa oh heaven, let your light shine down
[Chorus]
Come on baby let me take you on a night ride
Windows down, sittin' on my side
Tick tock now we're knocking on midnight
Me and you girl runnin' outta moonlight
I wanna hold you till the break of dawn
Hear the crickets sing a riverside love song
Hey baby, all we got is all night
Come on now we're runnin' outta moonlight
[Bridge]
Whoa girl, every now and then you get a night like this
Whoa, this is one that we don't wanna miss, no
[Chorus]
Come on baby let me take you on a night ride
Windows down, sittin' on my side
Tick tock now we're knocking on midnight
Me and you girl runnin' outta moonlight
I wanna hold you till the break of dawn
Hear the crickets sing a riverside love song
Hey baby, all we got is all night
Come on now we're runnin' outta moonlight
[Interlude]
Hey baby don't it feel so right
Come on now we're runnin' outta moonlight
All I wanna do is hold you tight
Come on, come on, come on we're runnin' outta moonlight
[Outro]
Whoa
Yeah, we're runnin' outta moonlight
Whoa
"
668,775,Don't YaBrett Eldredge,"[Verse 1]
Girl you cut those jeans just right
I know you didn't buy 'em like that
So baby don't even try that
You dance, Oh you move
Like there ain't nobody watchin'
But girl you know I'm watchin'
[Hook]
Don't lie, you've got it all figured out
That smile has got me spinnin' around
Don't even try actin' like it ain't no thing
Cause I can see you move a little closer, closer
Girl I gotta get to get to know ya, know ya
Everything about ya makes me want ya, want ya
Know what you're doin baby don't ya, don't ya
[Verse 2]
You've been lookin' over here all night
And When I look, you look away
Oh I love the little games you play
Yea I bet you didn't mean to brush my hand when you walked by me
Like you didn't mean to drive me crazy
[Hook]
Don't lie, you've got it all figured out
That smile has got me spinnin' around
Don't even try actin' like it ain't no thing
Cause I can see you move a little closer, closer
Girl I gotta get to get to know ya, know ya
Everything about ya makes me want ya, want ya
Know what you're doin baby don't ya, don't ya
[Bridge]
Wanna get outta here and let me show ya
How good it would feel to hold ya
Put your pretty little head on my shoulder
Oh yea
[Hook]
Don't lie, you've got it all figured out
That smile has got me spinnin' around
Don't even try actin' like it ain't no thing
Cause I can see you move a little closer, closer
Girl I gotta get to get to know ya, know ya
Everything about ya makes me want ya, want ya
Know what you're doin baby don't ya, don't ya
"
669,780,Boys 'round HereBlake Shelton,"[Intro]
Red-red-red-red-red-red-red-red-redneck
[Verse 1]
Well the boys 'round here don't listen to The Beatles
Run ol' Bocephus through a jukebox needle
At the honky-tonk, where their boots stomp
All night, what
(That's right)
Yeah, and what they call work, diggin' in the dirt
Gotta get it in the ground 'fore the rain come down
To get paid, to get the girl
And your four-wheel drive
A country boy can survive
[Chorus]
Yeah, the boys 'round here
Drinking that ice cold beer
Talkin' 'bout girls, talkin' 'bout trucks
Runnin' them red dirt roads out, kicking up dust
The boys 'round here
Sendin' up a prayer to the man upstairs
Backwoods legit, don't take no shit
Chew tobacco, chew tobacco, chew tobacco, spit
Aww, heck
Red-red-red-red-red-red-redneck
[Verse 2]
Well the boys 'round here, they're keeping it country
Ain't a damn one know how to do the dougie
(You don't do the dougie?)
Nah, not in Kentucky
But these girls 'round here, yep, they still love me
Yea, the girls 'round here, they all deserve a whistle
Shakin' that sugar, sweet as Dixie crystal
They like that y'all and southern drawl
And just can't help it cause they just keep fallin'
[Chorus]
Yeah, the boys 'round here
Drinking that ice cold beer
Talkin' 'bout girls, talkin' 'bout trucks
Runnin' them red dirt roads out, kicking up dust
The boys 'round here
Sendin' up a prayer to the man upstairs
Backwoods legit, don't take no shit
Chew tobacco, chew tobacco, chew tobacco, spit
Aww, heck
Red-Red-Red-Red-Red-Red-Redneck
[Bridge]
(Let me hear you say)
Ooh, let's ride
Ooh, let's ride
Down to the river side
[Bridge]
Ooh, let's ride
Hey now girl, hop inside
Me and you gon' take a little ride to the river
Let's ride (That's right)
Ooh, let's ride
Lay a blanket on the ground
Kissing and the crickets is the only sound
Ooh, let's ride
We out of town
Have you ever got down with a
Ooh, let's ride
Red-red-red-red-red-red-redneck
And do you wanna get down with a
Ooh, let's ride
Red-red-red-red-red-red-redneck
Girl you gotta get down
[Chorus]
With, the boys 'round here
Drinking that ice cold beer
Talkin' 'bout girls, talkin' 'bout trucks
Runnin' them red dirt roads out, kicking up dust
The boys 'round here
Sendin' up a prayer to the man upstairs
Backwoods legit, don't take no shit
Chew tobacco, chew tobacco, chew tobacco, spit
Ooh, let's ride
Aww, heck
Red-red-red-red-red-red-redneck
[Interlude]
Ooh, let's ride
I'm one of them boys 'round here
Ooh, let's ride
Red-Red-Red-Red-Red-Red-Redneck
Ooh, let's ride
[Outro]
Ooh, let's ride
Well all I'm thinkin' 'bout is you and me, how we'll be
Ooh, let's ride
So come on girl, hop inside
Me and you, we're gonna take a little ride
Ooh, let's ride
Mhm, yeah
Ooh, let's ride
Lay a blanket on the ground
Kissing and the crickets is the only sound
Ooh, let's ride
We out of town
Ooh, let's ride
Girl you gotta get down with a
Ooh, let's ride
Ooh, let's ride
Come on through the country side
Ooh, let's ride
Down to the river side
"
670,781,Crash My PartyLuke Bryan,"[Verse 1]
It don’t matter what plans I got, I can break ‘em
Yeah, I can turn this thing around at the next red light
And I don’t mind telling all the guys “I can’t meet ‘em”
Hell, we can all go raise some hell any other night
Girl, I don’t care, oh, I just gotta see what you’re wearing
Your hair, is it pulled up or falling down?
Oh, I just have to see it now
[Chorus]
If you wanna call me, call me, call me
You don’t have to worry ‘bout it, baby
You can wake me up in the dead of the night
Wreck my plans, baby that’s alright
This is a drop everything kind of thing
Swing on by I will pour you a drink
The door’s unlocked. I’ll leave on the lights
Baby, you can crash my party anytime
[Verse 2]
Ain’t a spot downtown that’s rockin’ the way that you rock me
Ain’t a bar that can make me buzz the way that you do
I could be on the front row of the best show
And look down and see your face on my phone
And I’m gone so long, hang on. I’ll meet you in a minute or two
[Chorus]
If you wanna call me, call me, call me
You don’t have to worry ‘bout it, baby
You can wake me up in the dead of the night
Wreck my plans, baby that’s alright
This is a drop everything kind of thing
Swing on by I will pour you a drink
The door’s unlocked. I’ll leave on the lights
Baby, you can crash my party anytime
[Bridge]
If it’s two in the morning and you’re feeling lonely
And wondering what I’m doing
[Chorus]
If you wanna call me, call me, call me
You don’t have to worry ‘bout it, baby
You can wake me up in the dead of the night
Wreck my plans, baby that’s alright
This is a drop everything kind of thing
Swing on by I will pour you a drink
The door’s unlocked. I’ll leave on the lights
Baby, you can crash my party anytime
Baby, you can crash my party anytime
"
671,782,I Want CrazyHunter Hayes,"[Verse 1]
I'm booking myself a one-way flight
I gotta see the color in your eyes
And telling myself I'm gonna be alright
Without you, baby, is a waste of time
[Verse 2]
Yeah, our first date, girl, the seasons changed
It got washed away in a summer rain
You can't undo a fall like this
'Cause love don't know what distance is
Yeah, I know it's crazy
[Chorus]
But I don't want ""good"" and I don't want ""good enough""
I want ""can't sleep, can't breathe without your love""
Front porch and one more kiss
It doesn't make sense to anybody else
Who cares if you're all I think about?
I've searched the world and I know now
It ain't right if you ain't lost your mind
Yeah, I don't want easy, I want crazy
Are you with me, baby? Let's be crazy
Yeah
[Verse 3]
Well, I wanna be scared, don't wanna know why
Wanna feel good, don't have to be right
The world makes all kinds of rules for love
I say you gotta let it do what it does
I don't want just another hug and a kiss goodnight
Catching up calls and a date sometimes
I love that we're rebels and we still believe
We're the kind of crazy people wish that they could be, yeah
Uh, and I know we're crazy, yeah
[Chorus]
But I don't want ""good"" and I don't want ""good enough""
I want ""can't sleep, can't breathe without your love""
Front porch and one more kiss
It doesn't make sense to anybody else
Who cares if you're all I think about?
I've searched the world and I know now
It ain't right if you ain't lost your mind
Yeah, I don't want easy, I want crazy
Are you with me, baby? Let's be crazy
[Interlude]
Na-na-na-na-na-na-na-na-na
[Chorus]
No, I don't want ""good"" and I don't want ""good enough""
I want ""can't sleep, can't breathe without your love""
Front porch and one more kiss
It doesn't make sense to anybody else
Who cares if you're all I think about?
I've searched the world and I know now
It ain't right if you ain't lost your mind
Yeah, I don't want easy, I want crazy
[Bridge]
Yeah, look at us, baby
Tonight the midnight rules are breaking
There's no such thing as wild enough
Maybe we just think too much
Who needs to play it safe in love?
Let's be crazy
[Outro]
Who cares if we're crazy
We gotta be crazy
I know that we're crazy
So let's be crazy
Yeah, yeah
"
