,Title-Artist,Lyrics
10,You're Somebody Elseflora cash,"[Verse 1: Cole Randall]
I saw the part of you
That only when you're older, you will see too
You will see too
I held the better cards
But every stroke of luck has gotta bleed through
It's gotta bleed through
You held the balance of the time
That only blindly I could read you
But I could read you
It's like you told me
Go forward slowly
It's not a race to the end

[Chorus: Cole Randall]
Well, you look like yourself
But you're somebody else
Only it ain't on the surface
Well, you talk like yourself
No, I hear someone else though
Now you're making me nervous

[Verse 2: Cole Randall]
You were the better part
Of every bit of beating heart that I had
Whatever I had
I finally sat alone
Pitch black flesh and bone
Couldn't believe that you were gone

[Chorus: Cole Randall]
Well, you look like yourself
But you're somebody else
Only it ain't on the surface
Well, you talk like yourself
No, I hear someone else though
Now you're making me nervous

Well, you look like yourself
But you're somebody else
Only it ain't on the surface (Surface)
Well, you talk like yourself
No, I hear someone else though
Now you're making me nervous (Nervous)

[Bridge: Cole Randall - Distorted voice]
Where are we?
Where are we?

[Chorus: Cole Randall]
Well, you look like yourself
But you're somebody else
Only it ain't on the surface
Well, you talk like yourself
No, I hear someone else though
Now you're making me nervous

Well, you look like yourself
But you're somebody else
Only it ain't on the surface
Well, you talk like yourself
No, I hear someone else though
Now you're making me nervous

[Outro: Cole Randall]
I saw the part of you
That only when you're older, you will see to
You will see too"
11,Guiding LightMumford,"[Intro]
1, 2, 3

[Verse 1]
All day permanent red
The glaze on my eyes
When I heard your voice
The distance caught me by surprise again
And I know you claim that you're alright

[Verse 2]
But fix your eyes on me
I guess I'm all you have
And I swear you'll see the dawn again

[Chorus]
Well I know I had it all on the line
But don't just sit with folded hands and become blind
'Cause even when there is no star in sight
You'll always be my only guiding light

[Verse 3]
Relate to my youth
Well I'm still in awe of you
Discover some new truth
That was always wrapped around you

[Verse 4]
But don’t just slip away in the night
And don’t just hurl your words from on high

[Chorus]
Well I know I had it all on the line
But don’t just sit with folded hands and become blind
'Cause even when there is no star in sight
You'll always be my only guiding light

[Bridge]
If we come back and we’re broken
Unworthy and ashamed
Give us something to believe in
And you know we’ll go your way

[Chorus]
'Cause I know I had it all on the line
But don't just sit with folded hands and become blind
'Cause even when there is no star in sight
You'll always be my only guiding light
And I know I had it all on the line
But don't just sit with folded hands and become blind
'Cause even when there is no star in sight
You'll always be my only guiding light"
12,We Are The ChampionsQueen,"[Verse 1]
I've paid my dues
Time after time
I've done my sentence
But committed no crime
And bad mistakes
I've made a few
I've had my share of sand kicked in my face
But I've come through
(And I need to go on and on, and on, and on)

[Chorus]
We are the champions, my friends
And we'll keep on fighting till the end
We are the champions
We are the champions
No time for losers
'Cause we are the champions
Of the world

[Verse 2]
I've taken my bows
And my curtain calls
You brought me fame and fortune and everything that goes with it
I thank you all
But it's been no bed of roses
No pleasure cruise
I consider it a challenge before the whole human race
And I ain't gonna lose
(And I need just go on and on, and on, and on)

[Chorus]
We are the champions, my friends
And we'll keep on fighting till the end
We are the champions
We are the champions
No time for losers
'Cause we are the champions
Of the world

[Outro]
We are the champions, my friends
And we'll keep on fighting till the end, oh
We are the champions
We are the champions
No time for losers
'Cause we are the champions..."
13,Killer QueenQueen,"[Verse 1]
She keeps a Moët et Chandon in her pretty cabinet
Let them eat cake she says, just like Marie Antoinette
A built-in remedy for Khrushchev and Kennedy (Ooh, ooh)
At anytime an invitation, you can't decline (Ooh, ooh)
Caviar and cigarettes, well versed in etiquette
Extraordinarily nice

[Chorus]
She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind (Pa-pa-pa-pa)
(Anytime)
Ooh
Recommended at the price
Insatiable in appetite
Wanna try?

[Verse 2]
To avoid complications, she never kept the same address
In conversation, she spoke just like a baroness
Met a man from China, went down to Geisha Minah (Ooh, ooh)
(Killer, killer, she's a killer Queen)
Then again incidentally, if you're that way inclined
Perfume came naturally from Paris (Naturally)
For cars, she couldn't care less
Fastidious and precise

[Chorus]
She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind
(Pa-pa-pa-pa)
Anytime

[Guitar Solo]

[Bridge]
Drop of a hat she's as willing as, playful as a pussy cat
(Ooh)
Then momentarily out of action (Ooh)
Temporarily out of gas (Ta-taaa)
To absolutely drive (Drive you wild, wild)
She's all out to get you

[Chorus]
She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam (Pa-pa-pa-ra)
Guaranteed to blow your mind
(Anytime)
Ooh
Recommended at the price
Insatiable in appetite
Wanna try?

[Outro]
Wanna try?"
14,Bad LiarImagine Dragons,"[Verse 1]
Oh, hush, my dear, it's been a difficult year
And terrors don’t prey on innocent victims
Trust me, darlin', trust me darlin'
It’s been a loveless year
I'm a man of three fears:
Integrity, faith, and crocodile tears
Trust me, darlin', trust me, darlin'

[Pre-Chorus]
So look me in the eyes (Eyes), tell me what you see (You see)
Perfect paradise (—Dise), tearin' at the seams (Seams)
I wish I could escape it (Escape), I don't wanna fake it
Wish I could erase it (Erase), make your heart believe

[Chorus]
But I'm a bad liar, bad liar
Now you know, now you know
I'm a bad liar, bad liar
Now you know, you’re free to go

[Verse 2]
Did all my dreams never mean one thing?
Does happiness lie in a diamond ring?
Oh, I’ve been askin' for—
Oh, I’ve been askin' for problems, problems, problems
I wage my war, on the world inside
I take my gun to the enemy's side
Oh, I've been askin’ for— (Trust me, darlin')
Oh, I've been askin' for (Trust me, darlin') problems, problems, problems

[Pre-Chorus]
So look me in the eyes (Eyes), tell me what you see (You see)
Perfect paradise (—Dise), tearin' at the seams (Seams)
I wish I could escape it (Escape), I don't wanna fake it
Wish I could erase it (Erase), make your heart believe

[Chorus]
But I'm a bad liar, bad liar
Now you know, now you know
I'm a bad liar, bad liar
Now you know, you're free to go

[Bridge]
I can't breathe, I can't be
I can't be what you want me to be
Believe me, this one time
Believe me

[Chorus]
I'm a bad liar, bad liar
Now you know, now you know
I'm a bad liar, bad liar
Now you know, you're free to go

[Outro]
Oh-oh-oh
Please believe me
Please believe me"
15,ShotgunGeorge Ezra,"[Verse 1]
Home grown alligator, see you later
Gotta hit the road, gotta hit the road
Something changed in the atmosphere
Architecture unfamiliar
I could get used to this

[Pre-Chorus]
Time flies by in the yellow and green
Stick around and you'll see what I mean
There's a mountain-top that I'm dreamin' of
If you need me you know where I'll be

[Chorus]
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone

[Verse 2]
South of the Equator, navigator
Gotta hit the road, gotta hit the road
Deep sea divin' 'round the clock
Bikini bottoms, lager tops
I could get used to this

[Pre-Chorus]
Time flies by in the yellow and green
Stick around and you'll see what I mean
There's a mountain-top that I'm dreamin' of
If you need me you know where I'll be

[Chorus]
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone

[Bridge]
We got two in the front
Two in the back
Sailin' along
And we don't look back
(Back, back, back-back-back-back...)

[Pre-Chorus]
Time flies by in the yellow and green
Stick around and you'll see what I mean
There's a mountain-top that I'm dreamin' of
If you need me you know where I'll be

[Chorus]
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone
I'll be ridin' shotgun underneath the hot sun
Feelin' like a someone, a someone, a someone, a someone..."
16,ZeroImagine Dragons,"[Verse 1]
I find it hard to say the things I want to say the most
Find a little bit of steady as I get close
Find a balance in the middle of the chaos
Send me low, send me high, send me never demigod
I remember walking in the cold of November
Hoping that I make it to the end of December
27 years and the end on my mind
But holding to the thought of another time

[Pre-Chorus]
But looking to the ways of the ones before me
Looking for the path of the young and lonely
I don't wanna hear about what to do
I don’t wanna do it just to do it for you

[Chorus]
Hello, hello
Let me tell you what it's like to be a zero, zero
Let me show you what it's like to always feel, feel
Like I’m empty and there's nothing really real, real
I'm looking for a way out
Hello, hello
Let me tell you what it's like to be a zero, zero
Let me show you what it's like to never feel, feel
Like I'm good enough for anything that's real, real
I'm looking for a way out

[Verse 2]
I find it hard to tell you how I wanna run away
I understand it always makes you feel a certain way
I find a balance in the middle of the chaos
Send me up, send me down, send me ’nother demigod
I remember walking in the heat of the summer
Wide-eyed one with a mind full of wonder
27 years and I’ve nothing to show
Falling from the dove to the dark of the crow

[Pre-Chorus]
Looking to the ways of the ones before me
Looking for the path of the young and lonely
I don't wanna hear about what to do, no
I don’t wanna do it just to do it for you

[Chorus]
Hello, hello
Let me tell you what it's like to be a zero, zero
Let me show you what it's like to always feel, feel
Like I'm empty and there’s nothing really real, real
I'm looking for a way out
Hello, hello
Let me tell you what it's like to be a zero, zero
Let me show you what it's like to never feel, feel
Like I'm good enough for anything that's real, real
I'm looking for a way out

[Bridge]
Let me tell you 'bout it, well let me tell you 'bout it
Maybe you're the same as me
Let me tell you 'bout it, well let me tell you 'bout it
They say the truth will set you free

[Chorus]
Hello, hello
Let me tell you what it's like to be a zero, zero
Let me show you what it's like to always feel, feel
Like I'm empty and there's nothing really real, real
I'm looking for a way out
Hello, hello
Let me tell you what it's like to be a zero, zero
Let me show you what it's like to never feel, feel
Like I'm good enough for anything that's real, real
I'm looking for a way out"
17,I Want To Break FreeQueen,"[Verse 1]
I want to break free
I want to break free
I want to break free from your lies
You're so self-satisfied, I don't need you
I've got to break free
God knows, God knows I want to break free

[Verse 2]
I've fallen in love
I've fallen in love for the first time
And this time I know it's for real
I've fallen in love, yeah
God knows, God knows I've fallen in love

[Bridge]
It's strange but it's true, yeah
I can't get over the way you love me like you do
But I have to be sure
When I walk out that door
Oh, how I want to be free, baby
Oh, how I want to be free
Oh, how I want to break free

[Verse 3]
But life still goes on
I can't get used to living without, living without
Living without you by my side
I don't want to live alone, hey
God knows, got to make it on my own
So baby, can't you see?
I've got to break free

[Outro]
I've got to break free
I want to break free, yeah
I want, I want, I want, I want to break free"
18,Get UpShinedown,"[Intro]
Get up, get up
Get up, get up
Get up, get up
Get up, get up, get up, get up
Get up, get up, get up, get up

[Verse 1]
I know you're clingin' to the light of day
To tell you everything's A-okay
And medication don't do much
Yeah, it just numbs the brain

[Verse 2]
Guess you might say I'm a little intense
I'm on the bright side of bein' hell bent
So, take it from me, you're not the only one
Who can't see straight (Can't see straight)

[Pre-Chorus]
If you were ever in doubt
Don't sell yourself short, you might be bulletproof
Hard to move mountains when you're paralyzed
But you gotta try, and I'm callin' out

[Chorus]
Get up, get up, get a move on
Get up, get up, what's takin' so long
Get up, get up, get a move on
Stop stallin', I'm callin' out
Get up, get up, get a move on
Get up, get up, ain't nothin' wrong
'Cause I believe you can be whatever
And I agree you can do much better, trust me (Trust me)

[Verse 3]
Everybody wants to sing their song
So, Marvin Gaye, ""What's Going On?""
Ain't nothin' normal when it comes to you and me
I'd rather twist myself in knots than watch you give up on your dreams

[Pre-Chorus]
If you were ever in doubt
Don't sell yourself short, you might be bulletproof
Hard to move mountains when you're paralyzed
But you gotta try, so I'm callin' out

[Chorus]
Get up, get up, get a move on
Get up, get up, what's takin' so long
Get up, get up, get a move on
Stop stallin', I'm callin' out
Get up, get up, get a move on
Get up, get up, ain't nothin' wrong
'Cause I believe you can be whatever
And I agree you can do much better, trust me

[Interlude]
Yeah, I don't know why I never talk about it
I guess that's probably part of the problem
Yeah
Sometimes you're wrong... sometimes you're right
Just gotta keep movin'
Yeah
I'm just gonna keep movin'
Today, tomorrow, and the next

[Chorus]
Get up, get up, get a move on
Get up, get up, what's takin' so long
Get up, get up, get a move on
Stop stallin', I'm callin' out
Get up, get up, get a move on
Get up, get up, ain't nothin' wrong
'Cause I believe you can be whatever
And I agree you can do much better, trust me"
19,Love It If We Made ItThe 1975,"[Verse 1]
We're fucking in a car, shooting heroin
Saying controversial things just for the hell of it
Selling melanin and then suffocate the black men
Start with misdemeanours and we'll make a business out of them
And we can find out the information
Access all the applications
That are hardening positions based on miscommunication
Oh, fuck your feelings
Truth is only hearsay
We're just left to decay
Modernity has failed us

[Chorus]
And I'd love it if we made it
Yes, I'd love it if we made it
Yes, I'd love it if we made it
Yes, I'd love it if we made it

[Verse 2]
And poison me, daddy
I got the Jones right through my bones
Write it on a piece of stone
A beach of drowning three-year olds
Rest in peace Lil Peep
The poetry is in the streets
Jesus save us
Modernity has failed us

[Chorus]
And I'd love it if we made it
Yes, I'd love it if we made it
Yes, I'd love it if we made it
Yes, I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it
I'd love it if we made it

Tell me something I didn't know

[Bridge]
Consultation
Degradation
Fossil fueling
Masturbation
Immigration
Liberal kitsch
Kneeling on a pitch

[Verse 3]
""I moved on her like a bitch!""
Excited to be indicted
Unrequited house with seven pools
""Thank you Kanye, very cool!""
The war has been incited
And guess what, you're all invited
And you're famous
Modernity has failed us

[Outro]
And I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it
Tell me something I didn't know
And I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it"
20,S.O.S. (Sawed Off Shotgun)The Glorious Sons,"[Verse 1]
Mother, I don't wanna take my medicine
24 years in the gutter again, I'm losing it
I'm losing it

[Verse 2]
Everybody's acting like they're all alright
I can barely get myself to sleep at night, I'm sick of it
Yeah, I'm sick of it

[Chorus]
Yeah, they sent the taxman
I lost my job, and
You got hooked on oxycodone
They shut the lights off
They took the car, and
I bought a sawed-off shotgun
Yeah, they sent the taxman
I lost my job, and
You got hooked on oxycodone
They shut the lights off
They took the car, and
I bought a sawed-off shotgun

[Verse 3]
I'd rather be crazy than to take these pills
I'm sick of being okay against my will
I'm losing it, I'm losing it

[Verse 4]
Ain't a thing in this world that I'm gonna miss
It's all fake smiles and leather jackets
We're full of it, yeah, we're full of shit

[Pre-Chorus]
I don't know who to trust, ooh

[Chorus]
Yeah, they sent the taxman
I lost my job, and
You got hooked on oxycodone
They shut the lights off
They took the car, and
I bought a sawed-off shotgun
Yeah, they sent the taxman
I lost my job, and
You got hooked on oxycodone
They shut the lights off
They took the car, and
I bought a sawed-off shotgun

[Bridge]
I'm losing it
I bought a sawed-off shotgun
I'm losing it
I bought a sawed-off shotgun

[Pre-Chorus]
I don't know who to trust
Mainly people like us

[Outro]
Yeah, they sent the taxman
I lost my job, and
You got hooked on oxycodone
They shut the lights off
They took the car, and
I bought a sawed-off shotgun
Yeah, they sent the taxman
I lost my job, and
You got hooked on oxycodone
They shut the lights off
They took the car, and
I bought a sawed-off shotgun
Yeah, they sent the taxman
I lost my job, and
You got hooked on oxycodone
They shut the lights off
They took the car, and
I bought a sawed-off shotgun"
21,Fat Bottomed GirlsQueen,"[Intro: Brian May & Roger Taylor]
Are you gonna take me home tonight?
Oh, down beside that red firelight?
Are you gonna let it all hang out?
Fat bottomed girls, you make the rockin' world go 'round

[Verse 1: Freddie Mercury]
Hey!
I was just a skinny lad, never knew no good from bad
But I knew life before I left my nursery, huh
Left alone with big fat Fanny, she was such a naughty nanny
Hey, big woman, you made a bad boy out of me
Hey, hey
Woo!

[Verse 2]
I've been singing with my band, 'cross the water, 'cross the land
I've seen every blue eyed floozy on the way
But their beauty and their style went kinda smooth after a while
Take me to them dirty ladies every time
Come on

[Chorus: Brian May & Roger Taylor]
Oh, won't you take me home tonight
Oh, down beside your red firelight?
Oh, and you give it all you got
Fat bottomed girls, you make the rockin' world go 'round
Fat bottomed girls, you make the rockin' world go 'round

[Verse 3: Freddie Mercury]
Hey, listen here
Now your mortgages and homes, I got stiffness in the bones
Ain't no beauty queens in this locality, I tell you
Oh, but I still get my pleasure, still got my greatest treasure
Hey, big woman, you gonna make a big man of me
Now, get this

[Chorus: Brian May, Roger Taylor & Freddie Mercury]
(Oh, I know) Are you gonna take me home tonight? (Please)
Oh, down beside that red firelight?
Are you gonna let it all hang out?
Fat bottomed girls, you make the rockin' world go 'round (Yeah)
Fat bottomed girls, you make the rockin' world go 'round
Get on your bikes and ride!

[Outro: Freddie Mercury, (Brian May & Roger Taylor)]
Ooh, yeah
Oh, yeah
Them fat bottomed girls
(Fat bottomed girls)
Yeah, yeah, yeah
Alright, ride 'em cowboy
(Fat bottomed girls)
Yes, yes!"
22,Radio Ga GaQueen,"[Intro]
(Radio...)
(Radio...)

[Verse 1]
I'd sit alone and watch your light
My only friend through teenage nights
And everything I had to know
I heard it on my radio
You gave them all those old time stars
Through wars of worlds invaded by Mars
You made them laugh, you made them cry
You made us feel like we could fly (Radio)
So don't become some background noise
A backdrop for the girls and boys
Who just don't know or just don't care
And just complain when you're not there

[Pre-Chorus]
You had your time, you had the power
You've yet to have your finest hour
Radio (Radio)

[Chorus]
All we hear is Radio ga ga
Radio goo goo
Radio ga ga
All we hear is Radio ga ga
Radio blah blah
Radio, what's new?
Radio, someone still loves you

[Verse 2]
We watch the shows, we watch the stars
On videos for hours and hours
We hardly need to use our ears
How music changes through the years
Let's hope you never leave, old friend
Like all good things on you we depend
So stick around 'cause we might miss you
When we grow tired of all this visual

[Pre-Chorus]
You had your time, you had the power
You've yet to have your finest hour
Radio (Radio)

[Chorus]
All we hear is Radio ga ga
Radio goo goo
Radio ga ga
All we hear is Radio ga ga
Radio goo goo
Radio ga ga
All we hear is Radio ga ga
Radio blah blah
Radio, what's new?
Someone still loves you!

[Bridge]
(Radio ga ga  Radio ga ga)
(Radio ga ga  Radio ga ga)
(Radio ga ga  Radio ga ga)

[Outro]
You had your time, you had the power
You've yet to have your finest hour
Radio (Radio)"
23,Crazy Little Thing Called LoveQueen,"[Intro]

[Chorus]
This thing called love
I just can't handle it
This thing called love
I must get 'round to it, I ain't ready
Crazy little thing called love

[Verse 1]
A-this thing (This thing) called love (Called love)
It cries (Like a baby) in a cradle all night
It swings (Woo, woo), it jives (Woo, woo)
It shakes all over like a jelly fish, woo, I kinda like it
Crazy little thing called love

[Bridge]
There goes my baby
She knows how to rock 'n' roll
She drives me crazy
She gives me hot and cold fever
Then she leaves me in a cool, cool sweat

[Break]

[Verse 2]
I gotta be cool, relax, get hip
And get on my tracks
Take a back seat, hitch-hike
And take a long ride on my motorbike until I'm ready
Crazy little thing called love

[Guitar Solo]

[Verse 3]
Yeah
I gotta be cool, relax, get hip
And get on my tracks
Take a back seat, hitch-hike (Ah hum, ah hum)
And take a long ride on my motorbike
Until I'm ready (Ready Freddie)
Crazy little thing called love

[Chorus]
This thing called love
I just can't handle it
This thing called love
I must get 'round to it
I ain't ready (Ooh ooh ooh ooh)

[Outro]
Crazy little thing called love
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah"
24,When Legends RiseGodsmack,"[Verse 1]
Legs are tired, these hands are broken
Alone I try with words unspoken
Silent cry, my breath is frozen
With blinded eyes, I fear myself

[Chorus]
It's burning down, it's burning high
When ashes fall the legends rise
We burned it out a mile wide
When ashes fall the legends rise

[Verse 2]
My throat is dry, my vision's fading
I'm paralyzed and left here waiting
Taking time just one step forward
Won't lose my mind, I'm here to stay

[Chorus]
It's burning down, it's burning high
When ashes fall the legends rise
We burned it out a mile wide
When ashes fall the legends rise

[Bridge]
Whoa
Legends rise
Whoa
Legends rise (Legends rise, rise, rise)
Legends rise (Rise, rise, rise, rise)
You gonna do somethin' about it
Or just stand there and bleed?

[Refrain]
Legends rise

[Chorus]
It's burning down, it's burning high
When ashes fall the legends rise
We burned it out a mile wide
When ashes fall the legends rise

[Outro]
Whoa
Legends rise
Whoa
Legends rise"
25,The Greatest ShowPanic! At The Disco,"[Verse 1]
(Whoa)
Ladies and gents, this is the moment you've waited for (Whoa)
You’ve been searchin' in the dark
Your sweat soakin' through the floor (Whoa)
And buried in your bones, there’s an ache that you can't ignore
Takin' your breath, stealing your mind
And all that was real is left behind

[Pre-Chorus 1]
Don't fight it, it's comin' for you, runnin' at ya
It's only this moment, don’t care what comes after
Your fever dream, can’t you see it gettin' closer?
Just surrender ’cause you feel the feelin' takin' over
It's fire, it’s freedom, it's floodin' open
It's the preacher in the pulpit and your blind devotion
There's somethin' breakin' at the brick of every wall
It's holdin' all that you know, so tell me do you wanna go?

[Chorus 1]
Where it's covered in all the colored lights
Where the runaways are runnin' the night
Impossible comes true, it's takin' over you
Oh, this is the greatest show
We light it up, we won't come down
And the sun can't stop us now
Watchin' it come true, it's takin' over you
Oh, this is the greatest show

[Verse 2]
(Whoa)
Colossal we come these renegades in the ring (Whoa)
Where the lost get found, and we crown 'em the circus kings

[Pre-Chorus 2]
Don't fight it, it's comin' for you, runnin' at ya
It's only this moment, don't care what comes after
It's blindin', outshinin' anything that you know
Just surrender 'cause you're callin' and you wanna go

[Chorus 2]
Where it's covered in all the colored lights
Where the runaways are runnin' the night
Impossible comes true, intoxicating you
Oh, this is the greatest show
We light it up, we won't come down
And the sun can't stop us now
Watchin' it come true, it's takin' over you
Oh, this is the greatest show

[Chorus 3]
Where it's covered in all the colored lights
Where the runaways are runnin' the night
Impossible comes true, it's takin' over you
Oh, this is the greatest show
We light it up, we won't come down
And the walls can't stop us now
Watchin' it come true, it's takin' over you
Oh, this is the greatest show
Oh, this is the greatest show
Oh, this is the greatest show
Oh, this is the greatest show
Oh, this is the greatest show"
