,Title-Artist,Lyrics
1065,The WorstJhene Aiko,"[Verse 1]
Tell me whatcha say now?
Tell me whatcha say
Come again?
If you cannot stay down
Then you do not have to pretend
Like there is no way out
I shoulda never let you in
'Cause you got me face down

[Bridge 1]
And don't take this personal
But you're the worst
You know what you've done to me
And although it hurts, I know
I just can't keep runnin' away
(I can't keep runnin' away
I can't keep runnin' away
I can't keep runnin' away)

[Chorus]
I don't need you, I don't need you
I don't need you, I don't need you
But I want you
I don't mean to, I don't mean to
I don't mean to, I don't mean to
But I love you

[Verse 2]
Tell me whatcha say now
Tell me whatcha say?
You said that you would come again
You said that we would remain friends but
You know that I do not depend on
Nothing or no one
So why would you show up?
So uninvited then
Just change my mind like that

[Bridge 2]
Please don't take this personal
But you ain't shit
And you weren't special
'Til I made you so
You better act like you know
That I've been through worse than you
I just can't keep runnin' away
(I can't keep runnin' away
I can't keep runnin' away
I can't keep runnin' away)

[Chorus]
I don't need you, I don't need you
I don't need you, I don't need you
But I want you
I don't mean to, I don't mean to
I don't mean to, I don't mean to
But I love you

[Verse 3]
Everybody's like, he's no item
Please don't like him
He don't wife 'em
He one nights 'em
I never listen, no
I should have figured though
All that shit you was spittin', so unoriginal
But it was you, so I was with it
And tell you the truth, wish we never did it
'Cause I usually do stick to the business
But you came out the blue and then you just flipped it
(God damn) God damn, baby, my mind's blown
Be forgettin' you live in a different time zone
I think I know what this is
It's just the time's wrong
And, yeah, I know what you did
But baby I'm grown
And my love is patient
And kind, and shit
If this is real we can build
Through different types of shit
If you was really the realest
Wouldn't be fightin' it
I think your pride is just

[Bridge 3]
In the way
Funny how everything changed
Once you got all that you wanted
Nothing was ever the same

[Outro]
And though I don't need you
I don't need you
I don't need you
I don't need you
I still want you
I don't mean to
I don't mean to
I don't mean to
I don't mean to
But I, but I love you
I don't need you
I don't need you
I don't need you
I don't need you
But I want you
I don't mean to
I don't mean to
I don't mean to
I don't mean to
But I love you"
1066,I KnowYo Gotti,"[Chorus: Rich Homie Quan]
I know, I know, I know
I know, I know, I know (What you know Quan?)
You ain’t that nigga you say you is (Well how you know though?)
Just know that I know, I know, I know (Okay!)
Them streets, they fuck with me strong
And them bitches gon fuck just because money long
You know that I know, I know, I know
Well you know that I know it, I know it, I know

[Verse 1: Yo Gotti]
You a fuck nigga and it ain’t a secret
I’m so official they can referee it (they know I am)
Black gun, white work, I got jungle fever
28 on the scale, all I drop is ether (Rich Homie)
Get money, break bread, gotta feed your people
Every day like thanksgiving, everybody eating
I put work in the hood, let my homies grind
I do what I do to see my niggas shine
I know what I know and man that’s all I know
I take 63 grams and try to make a four
That’s a couple ounces if I get it right
Wanna see my homies rich cuz nigga this the life
I know

[Chorus: Rich Homie Quan]
I know, I know, I know
I know, I know, I know (What you know Quan?)
You ain’t that nigga you say you is (Well how you know though?)
Just know that I know, I know, I know (Okay!)
Them streets, they fuck with me strong
And them bitches gon fuck just because money long
You know that I know, I know, I know
Well you know that I know it, I know it, I know

[Verse 2: Rich Homie Quan]
Hey, I know that you ain’t that nigga you claim to be
Despite how much money that I make this shit ain’t changing me
I know, I know, I know, a lot of these niggas, they lame to me
I’m blown, I smoke what I rolled is with the same nigga that I came in with
(Rich Homie baby) I’m on the west coast in a low rider
Four bitches tryna leave with me
Ain’t enough room and I don’t know y'all
I’m high as fuck, you a low pilot
I got a pharmacy ho for them narcotics
Put a potato on it, make it shoot silent
Fuck wrong with you? You profiling
I done made a million dollars and I didn’t go to college (Fuck you mean)
And all my niggas get locked for some work
Best believe he goin silent
He don’t know nobody, can’t trust nobody but yo self
So believe me when I tell you that I know about it
When I asked yo ho about it she said me and Yo Gotti
The realest niggas left and I told that bitch

[Chorus: Rich Homie Quan]
I know, I know, I know
I know, I know, I know (What you know Quan?)
You ain’t that nigga you say you is (Well how you know though?)
Just know that I know, I know, I know (Okay!)
Them streets, they fuck with me strong
And them bitches gon fuck just because money long
You know that I know, I know, I know
Well you know that I know it, I know it, I know

[Verse 3: Yo Gotti]
I wanna see my homies rich forever
I know some secrets, I’ll never tell em
I got some birds but I’d never mail em
You in love with Instagram hoes and you ain’t never met em
Pocket full of money, boy I know the feeling
I know that niggas hatin' that's  why I lost the civic
And the drophead, of the 71 cutlass on 8’s
And my wife beater on, with my hat to the back
Started from the bottom like Drake
But I’m with the same old niggas that I started with
Same young niggas I was robbing with
And if these niggas have a problem with
Got them  automatic pistols no revolver shit (Bang!)
And I know niggas sell they soul, go against they guy
Fuck niggas, playin like they real, living in disguise
Homie what you know?

[Chorus: Rich Homie Quan]
I know, I know, I know
I know, I know, I know (What you know Quan?)
You ain’t that nigga you say you is (Well how you know though?)
Just know that I know, I know, I know (Okay!)
Them streets, they fuck with me strong
And them bitches gon fuck just because money long
You know that I know, I know, I know
Well you know that I know it, I know it, I know"
1067,From TimeDrake,"[Intro: Jhené Aiko]
What's up? Been a minute since we kicked it
You've been caught up
With them bitches, I don't get it, you're a star love
You shouldn't have to deal with that
I'd never make you feel like that, 'cause...

[Chorus: Jhené Aiko]
I love me, I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you? What are you, what are you so afraid of?
Darling you, you give but you cannot take love

[Verse 1: Drake]
Yeah, I needed to hear that shit, I hate when you're submissive
Passive aggressive when we're texting, I feel the distance
I look around the peers that surround me, these niggas tripping
I like when money makes a difference but don't make you different
Started realizing a couple places I could take it
I want to get back to when I was that kid in the basement
I want to take it deeper than money, pussy, vacation
And influence a generation that's lacking in patience
I've been dealing with my dad, speaking of lack of patience
Just me and my old man getting back to basics
We've been talking 'bout the future and time that we wasted
When he put that bottle down, girl that nigga's amazing
Well, fuck it, we had a couple Coronas
We might have rolled a white paper, just something to hold us
We even talked about you and our couple of moments
He said we should hash it out like a couple of grown ups
You a flower child, beautiful child, I'm in your zone
Looking like you came from the 70's on your own
My mother is 66 and her favorite line to hit me with is
Who the fuck wants to be 70 and alone?
You don't even know what you want from love anymore
I search for something I'm missing and disappear when I'm bored
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?

[Chorus: Jhené Aiko]
I love me, I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you? What are you, what are you so afraid of?
Darling you, you give but you cannot take love

[Verse 2: Drake]
Uh, thinking 'bout Texas, back when Porscha used to work at Treasures
Or further back than that, before I had the Houston leverage
When I got Summer a Michael Kors with my momma's debit
A weak attempt at flexing, I'll never forget it
'Cause that night I played her three songs
Then we got to talking 'bout something we disagreed on
Then she start telling me how I'll never be as big as Trey Songz
Boy was she wrong, that was just negative energy for me to feed off
Now it's therapeutic blowing money in the Galleria
Or Beverly Center Macy's where I discovered Bria
Landmarks of the muses that inspired the music
When I could tell it was sincere without tryna prove it
The one that I needed was Courtney from Hooters on Peachtree
I've always been feeling like she was the piece to complete me
Now she engaged to be married, what's the rush on commitment?
Know we were going through some shit, name a couple that isn't
Remember our talk in the parking lot at the Ritz
Girl I felt like we had it all planned out, I guess I fucked up the vision
Learning the true consequences of my selfish decisions
When you find out how I'm living, I just hope I'm forgiven
It seem like you don't want this love anymore
I'm acting out in the open, it's hard for you to ignore
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?

[Chorus: Jhené Aiko]
I love me, I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you? What are you, what are you so afraid of?
Darling you, you give but you cannot take love

[Outro: Baka]
""Been Baka aka Not Nice from time, G
Been a East Side ting
Scarborough ting from time, G
Been have up di ting dem from time, G
So I don't know what's wrong with these
Little wasteman out here eh?
Y'all need to know yourself."""
1068,***FlawlessBeyonce,"[Intro]
Your challengers are a young group from Houston
Welcome Beyoncé, Lativia, Nina, Nicky, Kelly and Ashley
The Hip-Hop Rapping: Girls' TYME

[Part 1: Bow Down]

[Chorus]
I'm out that H-town
Comin', comin' down
I'm comin' down, drippin' candy on the ground
H, H-town-town, I'm comin' down
Comin' down, drippin' candy on the ground

[Verse 1]
I know when you were little girls
You dreamt of bein' in my world
Don't forget it, don't forget it
Respect that, bow down bitches (Crown)
I took some time to live my life
But don't think I'm just his little wife
Don't get it twisted, get it twisted
This my shit, bow down bitches

[Bridge]
Bow down bitches, bow-bow down bitches (Crown)
Bow down bitches, bow-bow down bitches (Crown)
H-Town vicious, H, H-Town vicious
I'm so crown, crown, bow down bitches

[Chorus]
I'm out that H-town
Comin', comin' down
I'm comin' down, drippin' candy on the ground
H, H-town-town, I'm comin' down
Com-com-comin' down, drippin' candy on the ground

[Part 2: ***Flawless]

[Intro: Chimamanda Ngozi Adichie]
We teach girls to shrink themselves, to make themselves smaller
We say to girls: ""You can have ambition, but not too much
You should aim to be successful, but not too successful
Otherwise, you will threaten the man""
Because I am female, I am expected to aspire to marriage
I am expected to make my life choices
Always keeping in mind that marriage is the most important
Now, marriage can be a source of joy and love and mutual support
But why do we teach girls to aspire to marriage
And we don't teach boys the same?
We raise girls to see each other as competitors
Not for jobs or for accomplishments, which I think can be a good thing
But for the attention of men
We teach girls that they cannot be sexual beings in the way that boys are
Feminist: a person who believes in the social, political
And economic equality of the sexes

[Chorus: Beyonce]
You wake up, flawless
Post up, flawless
Ridin' 'round in it, flawless
Flossin' on that, flawless
This diamond, flawless
My diamond, flawless
This rock, flawless
My Roc, flawless
I woke up like this, I woke up like this
We flawless, ladies tell 'em
I woke up like this, I woke up like this
We flawless, ladies tell 'em
Say ""I look so good tonight""
God damn, God damn
Say ""I look so good tonight""
God damn, God damn, God damn!

[Bridge: Beyonce]
Mama taught me good home training
My Daddy taught me how to love my haters
My sister told me I should speak my mind
My man made me feel so God damn fine (I'm flawless!)

[Chorus: Beyonce]
You wake up, flawless
Post up, flawless
Ridin' round in it, flawless
Flossin' on that, flawless
This diamond, flawless
My diamond, flawless
This rock, flawless
My Roc, flawless
I woke up like this, I woke up like this
We flawless, ladies tell 'em
I woke up like this, I woke up like this
We flawless, ladies tell 'em
Say ""I look so good tonight""
God damn, God damn
Say ""I look so good tonight""
God damn, God damn, God damn!

[Outro]
The judges give champion Skeleton Crew 4 stars, a perfect score
The challenger, Girls' TYME, receives 3 stars
Skeleton Crew, champions once again
Congratulations, we'll see you next week"
1069,Hurt YouToni Braxton,"[Verse 1: Babyface]
Here we go, damn
Here we go again
Loving you has caused me so much pain
But you don't see it, you never see it

[Verse 2: Toni Braxton]
So why apologize?
I was just doing what I had to do, baby
An eye for an eye

[Chorus: Toni Braxton & Babyface]
God knows I never meant to hurt you, woo
I never meant to break your heart, your heart, babe
God knows I never meant to turn you on, to turn you out
Never meant to take it that far, that far, babe
God knows I never meant to hurt you
Hurt you
Hurt you
Hurt you
Hurt you
Hurt you

[Verse 3: Babyface]
Baby, guilty as charged, I'm not gon' lie, babe
I did you wrong so many times, yes
So I know why you crossed the line
Oh, but, girl, I never dreamed you'd cheat on me

[Verse 4: Toni Braxton & Babyface]
But I, (No, no) I apologize (Don't apologize, don't apologize)
Oh, baby, the pain I put you through (I put you through it too)
What I did to you (I did the same to you)
Ooh, I made you cry

[Chorus: Toni Braxton & Babyface]
God knows I never meant to hurt you, woo
I never meant to break your heart, your heart, babe
God knows I never meant to turn you on, to turn you out
Never meant to take it that far, that far, babe
God knows I never meant to hurt you (To hurt you)
I never meant to break your heart, your heart, babe
God knows I never meant to turn you on, to turn you out
Never meant to take it that far, that far, babe
God knows I never meant to hurt you
Hurt you
Hurt you
Hurt you
Hurt you
Hurt you

[Bridge: Babyface & Toni Braxton]
Whoa-whoa-whoa
Can we start over again?
Whoa-whoa-whoa
Can we start, baby, as friends?
Whoa-whoa-whoa
Give you one more try
The tender kisses you give to me
Would be the only thing that I'd ever need

[Chorus: Babyface & Toni Braxton]
God knows I never meant to hurt you, no, babe
I never meant to break-to break your heart
Ooooh, no, no
Never meant to take, take this too far
God knows I never meant to hurt you
I never meant to break your heart
Never meant to break your little heart
God knows I never meant to turn you on, to turn you out
Never meant to take it that far, that far, babe
God knows I never meant to hurt you, to hurt you
Woo
Never meant to break your little heart
Oh, you, baby, baby
Never meant to take, take this too far"
1070,PrimeTimeJanelle Monae,"[Verse 1: Janelle Monae]
Tick-tock, I'm watching the clock
I can't wait til we get to rock
I wanna scream and dream and throw a love parade
Is that okay?
Tonight is me and you alone
Won't make a call, won't even write a song
See I've been waiting and waiting for the time to say
Now listen babe

[Pre-Chorus: Janelle Monae]
When you're down, and it's hard
And you feel like you've given your all
Baby our love will always keep it real and true

[Chorus: Janelle Monae]
Cause baby it's a prime time for our love
Ain't nobody peekin' but the stars above
It's a prime time for our love
And heaven is betting on us

[Verse 2: Miguel]
Bang bang, I'm calling your name
You're like a fire the world can't tame
I wanna riot til the stars come out and play
Is that okay? Okay
Tonight is me and you alone
Won't take a call, won't even write a song
This'll be a personal holiday
Listen baby

[Pre-Chorus 2: Miguel]
When you're down, and it's hard
And you feel like you've given your all
Baby my love is always right here for you
Yeah

[Chorus: Janelle Monae & Miguel]
Cause baby it's a prime time for our love
Ain't nobody peekin' but the stars above
It's a prime time for our love
And heaven is betting on us
Cause baby it's a prime time for our love
Ain't nobody peekin' but the stars above
It's a prime time for our love
And heaven is betting on us

[Guitar Solo]

[Bridge: Janelle Monae]
I know sometimes I’m mysterious
And you’re mysterious too
But tonight, I don't wanna be mysterious with you

[Chorus until Fade: Janelle Monae & Miguel]
Cause baby it's a prime time for our love
Ain't nobody peekin' but the stars above
It's a prime time for our love
And heaven is betting on us"
1072,LollyMaejor Ali,"[Intro]
Hey girl

[Hook: Maejor]
She say she love my lolly
She wanna make it pop
She say she love my lolly
She wanna kiss the top
She say she love my lolly
She love my lollipop
She say she love my lolly
She say she love my lolly

[Verse 1: Maejor]
She say she love to party, girl, I love your body
Why you on the table? Cause you know I'm watching
She say she love my molly, so we can leave this party
And go back to my hotel, and don't stop for Hibachi
Don't stop in the lobby, I hope you massage me
I hope you can take it when I make you call me papi
Club about to close, come up out them clothes
I'm about to give you what you asking for

[Pre-Hook: Maejor Ali]
Order what you want girl, it ain't no problem
I'ma tell the waitress that my baby need a bottle
Order what you want, said it ain't no problem
Got a piece of candy and it's all for you

[Hook: Maejor Ali]
She say she love my lolly
She wanna make it pop
She say she love my lolly
She wanna kiss the top
She say she love my lolly
She love my lollipop
She say she love my lolly
She say she love my lolly

[Post-Hook: Maejor]
Girl, I love them heels
And, yeah, I love that dress
I wanna take you home
And show you I'm the best
She say she love my lolly
She love my lollipop
She say she love my lolly
She say she love my

[Verse 2: Justin Bieber]
Throwing up a G note, like I'm at a casino
I'm all fancy, yeah I'm popping Pellegrino
I'm in the El Camino when I pull up on the scene though
You know I'm a real OG and baby I ain't from the T.O.
I'm messing with the clique though, meet me on the sixth floor
No you ain't a model, you should let me take some pics though
Windows down, speakers loud, look down at my sneakers now
Got so many features, tell the creatures just to beat it now
Fifty for the necklace, look down at my set list
Got your girlfriend at my crib watching Netflix
Let's just admit that I'm the bestest
Guess this, you ain't never ever on the guest list

[Pre-Hook: Maejor]
Order what you want girl, it ain't no problem
I'ma tell the waitress that my baby need a bottle
Order what you want, said it ain't no problem
Got a piece of candy and it's all for you

[Hook: Maejor]
She say she love my lolly
She wanna make it pop
She say she love my lolly
She wanna kiss the top
She say she love my lolly
She love my lollipop
She say she love my lolly
She say she love my lolly

[Post-Hook: Maejor]
Girl, I love them heels
And, yeah, I love that dress
I wanna take you home
And show you I'm the best
She say she love my lolly
She love my lollipop
She say she love my lolly
She say she love my

[Verse 3: Juicy J]
Yessir
Ass everywhere, throw them dollars in the air (mhmm)
Bring your swimming gear, Juicy J the millionaire (mhmm)
She pop that pussy on me, I fell back in the chair
Bands a make her dance, molly make her lose them underwear
Booty cheeks I'm geek'd (You know it) all her friends are freaks (You know it)
And I think she love me, I've been hitting it for a week (swish)
I drill it, slap it silly, need a super freak like Ricky
I'm Rick James bitch, I slip myself a mickey
Got so much money in my pocket
With a real bad chick from the tropics
With silicone racks with a real big ass
Make her bounce it like hydraulics
Kevin Hart, I got purple on the plane (we smoking)
Let's call the boys (let's go), let's run a train (trippy)

[Hook: Maejor]
She say she love my lolly
She wanna make it pop
She say she love my lolly
She wanna kiss the top
She say she love my lolly
She love my lollipop
She say she love my lolly
She say she love my lolly

[Post-Hook: Maejor]
Girl, I love them heels
And, yeah, I love that dress
I wanna take you home
And show you I'm the best
She say she love my lolly
She love my lollipop
She say she love my lolly
She say she love my lolly"
1074,Na NaTrey Songz,"[Intro]
Put your hands in the air, in the air
Trigga
Put your, put your hands up in the air
Mustard on the beat, hoe

[Pre-Chorus]
Oh na na, look what you done started
Oh na na, why you gotta act so naughty?
Oh na na, I’m 'bout to spend all this cash
Oh na na, if you keep shaking that ass

[Chorus]
Oh na na na, put your hands in the air if you’re fucking tonight
Oh na na na, keep your hands in the air if you’re spending the night
Oh na na na, oh na na na na na na na, everybody say it like
Oh na na na, oh na na na na na na na, everybody say

[Verse 1]
I’m the nigga that you like, yeah
I’ma give you what you like, yeah
Oh, yeah, I’ma give it to you right, yeah
Best time of your life, yeah, oh yeah
Baby, when you ready, tell the waitress get the check
Girl, I know you’re ready, I ain’t even gotta check
You been through the worst, let me show you who’s the best
You know I’ma get you right, curve them niggas to the left, like

[Pre-Chorus]
Oh na na, look what you done started
Oh na na, why you gotta act so naughty?
Oh na na, I’m 'bout to spend all this cash
Oh na na, if you keep shaking that ass

[Chorus]
Oh na na na, put your hands in the air if you’re fucking tonight
Oh na na na, keep your hands in the air if you’re spending the night
Oh na na na, oh na na na na na na na, everybody say it like
Oh na na na, oh na na na na na na na, everybody say

[Verse 2]
You’re the one that’s hella bad, yeah
You’re the one I ain’t never had, yeah, oh yeah
All the problems you did have, yeah
Leave them broke niggas in the past, yeah, oh yeah
Girl, you had good but I could give you better
I'll have you thinking 'bout forever, I’ma make you say

[Pre-Chorus]
Oh na na, look what you done started
Oh na na, why you gotta act so naughty?
Oh na na, I’m 'bout to spend all this cash
Oh na na, if you keep shaking that ass

[Chorus]
Oh na na na, put your hands in the air if you’re fucking tonight
Oh na na na, keep your hands in the air if you’re spending the night
Oh na na na, oh na na na na na na na, everybody say it like
Oh na na na, oh na na na na na na na, everybody say

[Bridge]
I’m feeling lucky tonight, everybody say
When we leave this party you gon' love me tonight, everybody say
You feeling lucky tonight, tonight, girl
When we leave this party you gon' love me tonight

[Chorus]
Oh na na na, put your hands in the air if you’re fucking tonight
Oh na na na, keep your hands in the air if you’re spending the night
Oh na na na, oh na na na na na na na, everybody say it like
Oh na na na, oh na na na na na na na, everybody say

[Outro]
Na na na
Hands in the air, na na na
Hands in the air, na na na na na
Hands in the air, na na na na na"
1075,StonerYoung Thug,"[Intro]
When you were worrying about pissing on your fuckin' self, I was a stoner
Bang gang
Dun Deal on the tra-tra-tra-track
Way back in 90-fucking'-4 when I was six or seven...
Ayy, ayy, this that stoner music, nigga
Stoner! (This my damn bit!)
Stoner (Let's get it)

[Chorus]
I'm a stoner, I'm a stoner, I'm a stoner (I'm a stoner)
I'm a stoner, I'm a stoner, I'm a stoner (Stoner!)
I'm a stoner, I'm a stoner, I'm a stoner
I'm a motherfuckin' stoner

[Post-Chorus]
I just put a 40 on my wrist just like a boss
I just put 10,000 on my bitch just like a boss
I just drank with YSL just like a f****** boss
Just like a f****** boss, just like a boss, boss

[Verse 1]
Thugger Thugger, you
I want Michael Jackson land, ohh
Aww, I'ma cash out (On what?)
I'm high as hell ain't got no satellites on me (Moon)
I tell that bitch I feel like Fabo (What?)
I feel like Fabo, I feel like Fabo (Ha)
I feel like Fabo, I feel like Fabo (Like Fabo)
I feel like Fabo, I feel just like Fabo (Fabo)
I'm back at it (What?), Juug man voice (Yung Ralph, hahaha, hehe)
Bankhead
Hear my song way from Y-T-C-R-O-B-S-M-M, now we YSL venom, sis
Slime Thugger wit' it (Wit'), Slime DK wit it (Slatt)
Slime Wicced wit' it (Slatt), Slime Mondo wit it (Slime)
Slime Slugger with it (Slime), Slime Bubba wit it
Slime Check wit' it (Yeah)
Count hundreds and 50's off everyone's city

[Chorus]
I'm a stoner, I'm a stoner, I'm a stoner (Stoner)
I'm a stoner, I'm a stoner, I'm a stoner (What?)
I'm a stoner, I'm a stoner, I'm a stoner (Ye)
I'm a motherfuckin' stoner

[Post-Chorus]
I just put a 40 on my wrist just like a boss (I feel like Fabo)
I just put 10,000 on my bitch just like a boss (I feel like Fabo)
I just drank with YSL just like a f****** boss (I feel like Fabo)
Just like a f****** boss, just like a boss, boss

[Verse 2]
Run that money up, like ya 'bout to start trial
When you beat the case, turn into a stoner child
We don't stand in line, foreign shoes hurt your feet
Everybody stoned, weed, lean, molly, E (Whoo)
Every time I walk inside the club I see everybody looking
You know I'm a stoner, I love drugs and I can't never be tooken
And you can suck my banana, but I won't eat your pudding
So come a lil' closer, my bitch won't know ya
Andalé andalé andalé, andalé andalé andalé
How the fuck a nigga think he gone survive on a YSL runway
(How fool?)
My glasses are metro no blood off your chest
I control ya ho like Net-and-flix
Your bitch is my dinner she wet like a fish
I took off her three legs, T-Rex

[Chorus]
I'm a stoner, I'm a stoner, I'm a stoner
I'm a stoner, I'm a stoner, I'm a stoner
I'm a stoner, I'm a stoner, I'm a stoner
I'm a motherfuckin' stoner

[Post-Chorus]
I just put a 40 on my wrist just like a boss
I just put 10,000 on my bitch just like a boss
I just drank with YSL just like a f- boss
Just like a f- boss, just like a boss, boss

[Outro]
I feel like Fabo, I feel like Fabo
I feel like Fabo, I feel like Fabo
I feel like Fabo, I feel like Fabo
I feel just like"
1076,You're Mine (Eternal)Mariah Carey,"[Intro]
(Eternal, eternal, eternal)
Mine, mine, mine
You're mine

[Verse 1]
I can't seem to live without your love
Suffocating here by myself, dying for your touch
Springtime eyes that get you every time
And I just can't seem to give you up
You're mine

[Pre-Chorus]
You make me feel our love would never end
How can I forget, baby we were the best
Suffered dreams of you all through the night
And baby I can't seem to give you up
You're mine

[Chorus]
I can't seem to give you up
You're mine
(Baby you're mine)
I can't seem to give you up
You're mine

[Verse 2]
Summer days and summer nights
When I felt you in my arms
Didn't I want you badly?
Wanted to let you have me
Autumn days and stormy nights
When you crush me with your charms
Didn't I need you madly?
Now I'm lying here falling apart

[Verse 1]
I can't seem to live without your love
Suffocating here by myself, dying for your touch
Springtime eyes that get you every time
And I just can't seem to give you up
You're mine

[Pre-Chorus]
Boy you make me feel our love would never end
How can I forget, baby we were the best
I suffered dreams of you all through the night
And baby I can't seem to give you up
You're mine

[Chorus]
I can't seem to give you up
You're mine
(Baby you're mine)
I can't seem to give you up
You're mine

[Bridge]
You make me feel
Like love would never end
Tell me how can I forget that?
My baby, we were the best
I suffered dreams of you all through the night
And baby I can't seem to give you up
You're mine

[Chorus]
I can't seem to give you up
You're mine
I can't seem to give you up
You're mine

(Eternal, eternal, eternal)"
1077,Can't Raise A ManK. Michelle,"[Verse 1]
He got older but never grew
For his life he can't tell the truth
How to love he ain't got a clue
Playing games like he'll never lose you
Try to talk to him can't get through
Every day he's a different dude
These are the signs of a grown ass boy
Better run for the hills I'm just trying to keep it real

[Chorus]
You can't raise a man
He's already grown what you gonna do, you wonder why he
Acts like a boy
It's cause he wasn't raised right before you
Girl, you ain't never gonna change nobody
If he don't wanna, you can't make nobody
Cause you can't raise a man

[Verse 2]
Coming home any time at night
Expecting you to let it ride
How many tears are you gonna cry?
Playing games like he'll never lose you
You know that the love is changed
How many times he called you out your name?
These are the signs of a grown ass boy
Better run for the hills I'm just keeping it real

[Chorus]
You can't raise a man
He's already grown what you gonna do, you wonder why he
Acts like a boy
It's cause he wasn't raised right before you
Girl, you ain't never gonna change nobody
If he don't wanna, you can't make nobody
Cause you can't raise a man

[Bridge]
Gonna take more than a miracle
To change him just let him go
Tell me when will you decide
To do better with your life?
If his momma couldn't do it, what makes you think
You can train a boy to be a man? It's too late
Better off letting him go
No matter how hard you try, you can't raise

[Chorus]
You can't raise a man
He's already grown what you gonna do, you wonder why he
Acts like a boy
It's cause he wasn't raised right before you
Girl, you ain't never gonna change nobody
If he don't wanna, you can't make nobody
Cause you can't raise a man"
1080,Part II (On The Run)Jay Z,"[Intro: Beyoncé]
Who wants that perfect love story anyway, anyway?
Cliché, cliché, cliché, cliché
Who wants that hero love that saves the day, anyway?
Cliché, cliché, cliché, cliché
What about the bad guy goes good, yeah?
An innocent love I'm misunderstood, yeah?
Black hour glass, our glass
Toast to clichés in a dark past
Toast to clichés in a dark past

[Verse 1: Jay-Z]
Boy meets girl, girl perfect woman
Girl get to bustin' before the cops come running
Chuck the deuces, chugging D'USSÉ, ugh
Fuck what you say, boys in blue say

[Beyoncé]
I don't care if we on the run
Baby as long I'm next to you
(Uhuu)
And if loving you is a crime
Tell me why do I bring out the best in you
Why

[Bridge: Beyoncé]
I hear sirens while we make love
Loud as hell, but they don't know
They're nowhere near us
I will hold your heart and your gun
I don't care if they come, noooo
I know it's crazy but

[Hook: Beyoncé]
They can take me
Now that I found the places that you
Take me
Without you I got nothing to lose

[Verse 2: Jay-Z]
I'm an outlaw, got an outlaw chick
Bumping 2Pac, on my outlaw shit
Matching tats, this Ink don't come off
Even if rings come off, if things ring off
My nails get dirty, my past ain't pretty
My lady is, my Mercedes is
My baby momma harder than a lot of you niggas
Keep it 100, hit the lottery niggas
You ain't about that life ain't gotta lie to me, nigga
You know it's till the death, I hope it's obvi to niggas
Ugh
Cross the line, speak about mine
I'ma wave this TEC, I'm a geek about mine
Touch a nigga where his rib at, I click clack
Push your mothafuckin' wig back, I did that
I been wilding since a juvi, she was a good girl
'til she knew me, now she is in the drop bustin' Uey's, screaming

[Hook: Beyoncé]
They can take me
Now that I found the places that you
Take me
Without you I got nothing to lose

[Verse 3: Jay-Z]
Deeper than words, beyond right
Die for your love, beyond life
Sweet as a Jesus piece, beyond ice
Blind me baby with your neon lights
Ray Bans on, police in sight
Oh, what a beautiful death, let's both wear white
If you go to heaven and they bring me to hell
Just sneak out and meet me, bring a box of L's
She fell in love with the bad guy, the bad guy
What you doing with them rap guys, them rap guys
They ain't see potential in me girl, but you see it
If it's me and you against the world, then so be it

[Beyoncé]
I don't care if they give me life
I get all of my life from you
(Uhuu)
And if loving you had a price
I would pay my life for you

[Bridge: Beyoncé]
I hear sirens while we make love
Loud as hell, but they don't know
They're nowhere near us
I will hold your heart and your gun
I don't care if they come, noooo
I know it's crazy but

[Outro: Beyoncé]
I don't care I'll never give it up
Give it up, give it up, give it all away
No I swear I'll never give it up
Give it up, give it up, give it all away
I don't care I'll never give it up
Give it up, give it up, give it all away
No I swear I'll never give it up
Give it up, give it up, give it all away
(Without you I got nothing to lose)"
